ID.x,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Myles Gaskin - 45914,2018,0.3066581687867207,0.2911255,-0.015532662624077265,0.27784732,0.29720792,0.3274212,4,0.9818429414434862,0.6286881525192919,0.6781661370857921,0.8057194734453018,0.7312755333635951,0.4943155979990905,0.9040683073832245,0.5203452527743526,0.8557336621454994,0.9582387653200182,0.64911484339537,0.7371765773944621,0.9083068542896051,0.7916477530640036,0.6923076923076923,0.9506863243518048,0.8701787394167451,0.9238005644402634,0.9845665002269632,0.5855651384475715,0.6168860644575579,0.722650930549251,0.64593735814798,0.1843422849340009,0.32638535841382815,0.8701787394167451,0.9238005644402634,1,69.25,205.0,29.5,71.125,24.0,1.57,4.58,35.5,118.0,7.19,4.27,4.486
Javian Hawkins - 77704,2020,0.06263093617098563,0.28967473,0.22704379293782478,0.23697378,0.28514835,0.31419182,2,0.9536995006808897,0.7330912392192465,0.8061733999092147,0.5483431684067182,0.9060372219700409,0.5020463847203275,0.8056253139126067,0.5073982737361282,0.7237977805178791,0.9632319564230595,0.6132546527462551,0.6463912846118929,0.49750340444847935,0.8529278256922379,0.5448338643604915,0.7163192679206914,0.4026340545625588,0.5870178739416745,0.8974126191556968,0.8211529732183386,0.873354516568316,0.5982750794371312,0.8965047662278711,0.4451524806554392,0.8357905439755974,0.4026340545625588,0.5870178739416745,1,68.125,183.0,29.5,72.0,16.8,1.56,4.51,35.4,119.0,6.944,4.2379999999999995,4.34
Trey Benson - 131705,2023,0.48555372561554105,0.28442258,-0.20113114918808134,0.2559451,0.28241032,0.29442108,2,0.8806173399909215,0.9895596913300045,0.8515660463004994,0.9083068542896051,0.9396277802995915,0.800818553888131,0.39276745354093423,0.08631319358816276,0.4001233045622688,0.7571493418066273,0.9909214707217431,0.8384021788470268,0.8915115751248298,0.9310031774852474,0.6923076923076923,0.3797661413319776,0.12605832549388524,0.3396048918156162,0.9359963685882887,0.9541534271448026,0.7998184294144348,0.8592827961870178,0.8965047662278711,0.8466090122894857,0.47839349262836806,0.12605832549388524,0.3396048918156162,1,72.25,216.0,31.5,76.375,18.2,1.52,4.39,33.5,122.0,7.0840000000000005,4.36,4.48
JK Dobbins - 57366,2019,0.5640801728515239,0.28410774,-0.2799724281577678,0.27602977,0.30821458,0.35706553,3,0.9863822060826146,0.4784384929641398,0.7408079891057648,0.6427598729005901,0.8651838402178847,0.669849931787176,0.8779507785032646,0.33353884093711467,0.8230579531442663,0.9877439854743532,0.5501588742623695,0.8125283704039945,0.6963231956423059,0.8869723104857014,0.591715976331361,0.8917132689374683,0.5634995296331138,0.8438381937911571,0.9741261915569678,0.47889241942805266,0.4725374489332728,0.6305038583749433,0.5283704039945529,0.6017296313154301,0.2836807320793086,0.5634995296331138,0.8438381937911571,1,69.5,209.0,29.75,73.5,23.0,1.564,4.462000000000001,32.3,119.6,7.178,4.492,4.39
James Robinson - 22425,2019,0.3185503410276697,0.28390455,-0.03464578856795292,0.26483268,0.2964467,0.34803855,1,1.0,0.5964593735814798,0.6799818429414435,0.6395823876532002,0.8729005901044031,0.3015006821282401,0.6499246609743847,0.0530209617755857,0.4753390875462392,0.9990921470721743,0.44893327280980483,0.4938719927371766,0.4498411257376305,0.7249205628688152,0.21574874829312699,0.6659888154550077,0.055503292568203196,0.32079021636876764,1.0,0.7353608715388107,0.805265546981389,0.7911938266000907,0.923286427598729,0.5134274010013655,0.5277071682765633,0.055503292568203196,0.32079021636876764,0,69.0,219.0,29.625,72.5,24.0,1.55,4.64,40.0,125.0,7.03,4.19,4.59
Jaylen Wright - 146934,2023,0.3068994708865084,0.28284103,-0.024058444103518872,0.22938052,0.2709318,0.29710767,3,0.7712210621879255,0.7862006354970494,0.9196550158874263,0.6264185201997277,0.8520199727644122,0.33424283765347884,0.7820190858864892,0.6948212083847103,0.7139334155363748,0.7185655923740354,0.8561053109396278,0.964593735814798,0.6840671811166591,0.9046754425783023,0.6709148839326354,0.8871377732587697,0.8400752587017873,0.8381937911571026,0.7553336359509759,0.7394462097140263,0.7339990921470722,0.5097594189741262,0.5215615070358602,0.1570323167956304,0.5556685307574988,0.8400752587017873,0.8381937911571026,1,70.5,210.0,31.5,75.875,20.2,1.55,4.38,38.0,134.0,7.052,4.23,4.37
JJ Taylor - 25512,2019,0.04729130022384551,0.28232417,0.2350328648819742,0.2535626,0.28335264,0.332637,4,0.8561053109396278,0.7966409441670449,0.8606445755787563,0.40807989105764864,0.7203812982296868,0.5020463847203275,0.8674033149171271,0.6553637484586929,0.8366214549938348,0.9505220154334998,0.8374943259192011,0.9355424421243759,0.48252383113935543,0.9523377212891512,0.7737824305871643,0.9283172343670564,0.5653809971777987,0.658513640639699,0.29278256922378576,0.6009986382206083,0.7421697684975034,0.40308669995460733,0.398093508851566,0.34820209376422395,0.4626334519572954,0.5653809971777987,0.658513640639699,1,65.25,185.0,28.75,71.25,19.0,1.54,4.61,34.5,118.0,7.0,4.15,4.42
Josh Adams - 45662,2017,0.2811920532317998,0.28222755,0.001035492744838995,0.25562453,0.27847797,0.30324316,3,0.8906037221970041,0.47480708125283705,0.7775760326827054,0.5279164775306401,0.9532455742169769,0.3160527512505684,0.10999497739829231,0.1029593094944513,0.1683107274969174,0.8778937812074444,0.466182478438493,0.7980027235587834,0.48070812528370405,0.9709487063095779,0.41920801092398724,0.6380274529740722,0.40169332079021636,0.5296331138287864,0.8660916931457104,0.42850658193372676,0.7644121652292328,0.5515206536541081,0.867453472537449,0.33909877105143377,0.027961362480935434,0.40169332079021636,0.5296331138287864,1,73.625,213.0,33.75,79.25,18.0,1.546,4.552,35.1,125.0,7.024000000000001,4.226000000000001,4.498
CJ Prosise - 10724,2015,0.05859365525622129,0.27919155,0.2205978983364606,0.22101288,0.27934211,0.31830686,1,0.8815251929187472,0.8647299137539719,0.9727644121652292,0.8865183840217885,0.43032228778937814,0.9040472942246476,0.12154696132596685,0.016646115906288533,0.1905055487053021,0.7571493418066273,0.740354062641852,0.9251021334543804,0.7076713572401271,0.3000453926463913,0.8042785616750113,0.08337569903406203,0.01881467544684854,0.1627469426152399,0.9369042215161144,0.9192010894235134,0.9791193826600091,0.9196550158874263,0.6300499319110304,0.9335457441966317,0.34011184544992373,0.01881467544684854,0.1627469426152399,1,72.5,220.0,32.125,75.75,18.2,1.53,4.48,35.5,121.0,7.07,4.294,4.548
Clyde EdwardsHelaire - 57279,2019,0.30596154588340985,0.27772465,-0.028236892400972713,0.23617357,0.27186185,0.3008692,2,0.9273717657739446,0.891057648660917,0.6277802995914662,0.8025419881979119,0.8002723558783477,0.8221919054115507,0.963837267704671,0.8884093711467325,0.9457459926017263,0.896958692691784,0.9228325011348162,0.6477530640036314,0.7612346799818429,0.7135724012709941,0.7701411015020483,0.9150991357397051,0.8052681091251176,0.8908748824082785,0.9246482069904676,0.8011802088061734,0.5760326827054018,0.7725828415796641,0.8134362233318202,0.8206645425580337,0.9781392984239959,0.8052681091251176,0.8908748824082785,1,67.25,207.0,29.0,70.625,15.0,1.53,4.6,39.5,123.0,7.019999999999999,4.252,4.52
Nyheim Hines - 48103,2017,0.3296325692582486,0.27074236,-0.05889021248105741,0.23349997,0.2605835,0.29210687,1,0.9523377212891512,0.643213799364503,0.5392646391284612,0.8029959146618247,0.8933272809804812,0.5111414279217826,0.08287292817679558,0.016029593094944512,0.12022194821208385,0.8542896050839764,0.49659555152065366,0.3781207444394008,0.5955515206536541,0.7557875624148888,0.36458807464724624,0.058464667005592275,0.017873941674506115,0.10630291627469426,0.9759418974126192,0.7725828415796641,0.7113027689514299,0.8747162959600545,0.9341806627326373,0.6868456986800182,0.2704626334519573,0.017873941674506115,0.10630291627469426,1,68.375,198.0,30.75,72.5,18.4,1.56,4.38,35.5,119.0,7.18,4.35,4.412
Evan Hull - 97302,2022,0.05740638251499645,0.26755658,0.21015019540591726,0.22046924,0.2585672,0.28790474,4,0.7694053563322741,0.7362687244666364,0.5878347707671358,0.7362687244666364,0.9269178393100318,0.7348794906775807,0.9311903566047213,0.9827373612823674,0.9827373612823674,0.9042215161143895,0.7725828415796641,0.9405356332274172,0.8747162959600545,0.9577848388561053,0.8493400091033227,0.9623792577529232,0.5653809971777987,0.658513640639699,0.0,0.6350431230140717,0.3191103041307308,0.3917385383567862,0.5760326827054018,0.023668639053254437,0.6243009659379766,0.5653809971777987,0.658513640639699,1,70.125,209.0,30.625,74.375,21.0,1.53,4.47,37.0,123.0,6.9,4.38,4.5
JaMycal Hasty - 25582,2019,0.35015239738625886,0.26282203,-0.08733036541146638,0.21164335,0.25085905,0.27727136,4,0.6377666817975488,0.811166591012256,0.6999546073536087,0.44121652292328645,0.4929641398093509,0.5889040472942246,0.5534907081868408,0.45067817509247843,0.5147965474722564,0.604630049931911,0.9627780299591466,0.6627326373127553,0.6318656377666818,0.7807535179300953,0.7382794720072826,0.7519064565327911,0.7779868297271872,0.6669802445907808,0.6958692691783931,0.5383567862006355,0.7408079891057648,0.24466636404902406,0.3318202451202905,0.3905325443786982,0.0630401626842908,0.7779868297271872,0.6669802445907808,1,68.0,205.0,31.125,74.5,15.0,1.53,4.55,39.0,123.0,6.982000000000001,4.03,4.5
Tyler Ervin - 10753,2015,0.0980597342061989,0.2597287,0.16166896571636274,0.24088468,0.2625775,0.30110237,2,0.9741261915569678,0.5261007716749887,0.5356332274171585,0.38447571493418065,0.48660916931457104,0.7812642110050023,0.9919638372677047,0.9852034525277436,0.9901356350184957,0.9841125737630504,0.5347253744893328,0.39037675896504764,0.3871992737176577,0.4257830231502497,0.646335912608102,0.9877986781901372,0.9708372530573848,0.9811853245531514,0.9369042215161144,0.5297321833862915,0.6940535633227417,0.44121652292328645,0.5787562414888788,0.837050523441056,0.9857651245551602,0.9708372530573848,0.9811853245531514,0,69.875,192.0,29.75,73.5,17.0,1.5,4.41,39.0,130.0,6.989999999999999,4.24,4.47
Miles Sanders - 40555,2018,0.40420979357014375,0.2507047,-0.1535050878549643,0.20003776,0.2375429,0.25483462,3,0.6073536087153881,0.9255560599182933,0.9559691330004539,0.6273263731275533,0.9827507943713119,0.5375170532060027,0.10195881466599699,0.01726263871763255,0.03822441430332922,0.9042215161143895,0.9773036768043577,0.9405356332274172,0.6327734906945075,0.9723104857013164,0.7414656349567592,0.20081342145399084,0.5653809971777987,0.658513640639699,0.0,0.7358147980027235,0.9010440308669996,0.6886064457557876,0.9428052655469814,0.460172963131543,0.09761057447890188,0.5653809971777987,0.658513640639699,1,70.625,211.0,30.625,74.625,20.0,1.53,4.49,36.0,124.0,6.89,4.19,4.508
DOnta Foreman - 11844,2016,0.27930150427235023,0.24443294,-0.03486856319321052,0.21616752,0.24064192,0.25215486,2,0.964593735814798,0.6368588288697231,0.7467090331366318,0.6445755787562415,0.7212891511575125,0.3619827194179172,0.39779005524861877,0.35141800246609123,0.35450061652281134,0.9945528824330458,0.6118928733545166,0.6581933726736269,0.4929641398093509,0.6672719019518838,0.3340919435593992,0.37061514997458056,0.2295390404515522,0.28033866415804326,0.7957330912392192,0.657739446209714,0.7893781207444394,0.7616886064457558,0.7448933272809805,0.4906690942193901,0.49211997966446364,0.2295390404515522,0.28033866415804326,1,72.0,233.0,31.38,75.38,18.0,1.61,4.677999999999999,32.2,117.0,7.130000000000001,4.234,4.522
Spencer Brown - 57441,2020,0.024513059156146225,0.24038416,0.21587110231617435,0.23610327,0.24492979,0.2580826,4,0.9691330004539265,0.40626418520199725,0.35769405356332273,0.5932818883340899,0.5542442124375851,0.18053660754888587,0.6624811652435962,0.47410604192355116,0.5665844636251541,0.9695869269178393,0.454380390376759,0.34997730367680435,0.560599182932365,0.6595551520653654,0.19299044151115158,0.6858159633960346,0.380997177798683,0.599247412982126,0.9305492510213346,0.34816159782115297,0.42850658193372676,0.5778483885610531,0.5215615070358602,0.24396904870277653,0.4361972547025928,0.380997177798683,0.599247412982126,0,80.25,311.0,34.75,82.625,23.6,1.6099999999999999,4.6579999999999995,34.2,120.2,7.108000000000001,4.296,4.64
Wayne Gallman - 11895,2016,0.194648533320675,0.23994985,0.045301318907489674,0.22841014,0.24018487,0.25183418,3,0.9745801180208806,0.6954153427144802,0.5043123014071721,0.6236949614162506,0.5120290512936905,0.46521145975443384,0.3746860873932697,0.10357583230579531,0.33353884093711467,0.9768497503404449,0.6118928733545166,0.4961416250567408,0.7421697684975034,0.5542442124375851,0.48930359581247157,0.5022877478393493,0.3405456255879586,0.41486359360301034,0.9450748978665456,0.7122106218792555,0.6000907852927826,0.4289605083976396,0.4221516114389469,0.5079654073736914,0.1418403660396543,0.3405456255879586,0.41486359360301034,1,72.5,215.0,32.63,77.0,21.0,1.49,4.6,29.5,120.0,7.17,4.28,4.484
Dee Hart - 12987,2014,0.00026880645743206923,0.2379784,0.23770959234246417,0.2136164,0.23273036,0.26305336,1,0.9455288243304585,0.8302315024965955,0.902859736722651,0.9455288243304585,0.7081252837040399,0.6784902228285584,0.9392265193370166,0.7768187422934648,0.9204685573366215,0.8470267816613709,0.6967771221062188,0.7775760326827054,0.8406718111665911,0.5242850658193373,0.5011379153390988,0.8408744280630401,0.6030103480714958,0.8005644402634055,0.9718565592374036,0.8960508397639583,0.9346345891965502,0.9609623241034952,0.8216068996822514,0.8015475648611743,0.9730554143365532,0.6030103480714958,0.8005644402634055,0,67.5,199.0,29.75,73.5,16.4,1.72,4.8,33.0,113.0,7.2,4.38,4.458
Zach Evans - 123072,2022,0.05176234607612891,0.23790622,0.18614387149894435,0.19818208,0.23254439,0.25723565,3,0.640036314117113,0.8293236495687698,0.9550612800726282,0.8284157966409441,0.9795733091239219,0.8740336516598454,0.5007533902561527,0.3150431565967941,0.5536374845869297,0.7094870630957785,0.7984566500226963,0.9219246482069905,0.7471629596005447,0.994098955969133,0.8616294947655895,0.6619217081850534,0.5653809971777987,0.658513640639699,0.5170222423967318,0.8597367226509306,0.9296413980935089,0.8297775760326827,0.9046754425783023,0.7664997724169322,0.44636502287747837,0.5653809971777987,0.658513640639699,1,71.125,202.0,31.625,78.5,14.8,1.528,4.464,36.2,124.8,7.022,4.172,4.48
Daniel Lasco - 10871,2015,0.06666245501640716,0.23630454,0.16964208144542298,0.22006045,0.23294011,0.2397567,2,0.8311393554244212,0.44303222877893783,0.7412619155696777,0.6654561960962324,0.32909668633681344,0.46521145975443384,0.7925665494726268,0.5709001233045623,0.6368680641183724,0.893781207444394,0.418974126191557,0.6246028143440763,0.5329096686336814,0.29051293690422153,0.5657715065999089,0.8342653787493645,0.43650047036688616,0.7337723424270931,0.6259645937358148,0.4820699046754426,0.7925556059918293,0.7503404448479346,0.4666364049024058,0.3568502503413746,0.4641586171835282,0.43650047036688616,0.7337723424270931,1,72.25,209.0,32.0,76.875,23.0,1.5,4.46,41.5,135.0,7.22,4.26,4.436000000000001
David Cobb - 9571,2014,0.03682174746661016,0.23617584,0.19935408766598872,0.17548646,0.22729333,0.2605342,1,0.9986382206082615,0.49477984566500227,0.7185655923740354,0.5124829777576033,0.6168860644575579,0.7617098681218736,0.4922149673530889,0.04500616522811344,0.5517879161528977,0.9913753971856559,0.36586472991375396,0.5356332274171585,0.35678620063549704,0.44620971402632775,0.5862539827036869,0.3091001525165226,0.043273753527751646,0.3621825023518344,0.9986382206082615,0.6595551520653654,0.8261461643213799,0.716749886518384,0.7630503858374943,0.8497951752389622,0.6944585663446874,0.043273753527751646,0.3621825023518344,1,70.875,229.0,31.625,76.375,17.0,1.64,4.81,38.5,121.0,6.992,4.226,4.556
Brian Hill - 11911,2016,0.23325434321635313,0.22920823,-0.004046112244063094,0.1796972,0.22283706,0.252921,3,0.9900136177939174,0.2882433045846573,0.622333182024512,0.536995006808897,0.44212437585111214,0.8321964529331515,0.40783525866398795,0.31442663378545005,0.42231812577065353,0.9981842941443486,0.30367680435769406,0.6949614162505674,0.6182478438492964,0.48252383113935543,0.9344560764679107,0.7295373665480427,0.5512699905926622,0.6368767638758231,0.9201089423513391,0.36586472991375396,0.6495687698592828,0.3118474807081253,0.3753971856559237,0.3568502503413746,0.29486527707168275,0.5512699905926622,0.6368767638758231,0,73.0,219.0,31.38,75.13,15.0,1.53,4.54,34.0,125.0,7.03,4.32,4.564
Bo Scarbrough - 45731,2017,0.17711129240054166,0.22879644,0.0516851449821564,0.18800958,0.25490358,0.33915317,2,0.7793917385383567,0.6836132546527462,0.8039037675896504,0.9178393100317749,0.9137539718565593,0.4552069122328331,0.7508789552988449,0.6387176325524044,0.6411837237977805,0.6309577848388561,0.7830231502496595,0.7998184294144348,0.88197911938266,0.9564230594643668,0.5293582157487483,0.6970005083884088,0.665098777046096,0.6095954844778928,0.8860644575578757,0.5006808896958693,0.7358147980027235,0.891057648660917,0.6976849750340445,0.38233955393718705,0.7295373665480427,0.665098777046096,0.6095954844778928,1,73.375,228.0,33.5,80.375,14.0,1.65,4.52,40.0,129.0,6.981999999999999,4.34,4.568
Thomas Rawls - 9993,2014,0.10544793451695164,0.2244164,0.11896847044558803,0.19697672,0.2226005,0.23945265,1,0.9659555152065366,0.40444847934634587,0.6713572401270994,0.6132546527462551,0.5388107126645484,0.5334242837653479,0.9110999497739829,0.689272503082614,0.8600493218249076,0.8887880163413527,0.30730821606899683,0.48660916931457104,0.4212437585111212,0.3831139355424421,0.3800637232589895,0.7885104219623793,0.45719661335841955,0.6904985888993415,0.9818429414434862,0.5860190649114844,0.8002723558783477,0.7725828415796641,0.7135724012709941,0.7050523441055986,0.9608540925266904,0.45719661335841955,0.6904985888993415,0,69.0,215.0,30.75,73.875,15.0,1.69,4.65,35.5,116.0,7.138,4.298,4.534000000000001
Jeremy Langford - 9539,2014,0.06357863581684599,0.22318223,0.15960359537097446,0.21807766,0.22676185,0.23787114,1,0.9927371765773945,0.16613708579210168,0.5247389922832502,0.9359963685882887,0.4961416250567408,0.1855388813096862,0.11049723756906077,0.051171393341553635,0.1596794081381011,0.9714026327734907,0.13345438039037677,0.36858828869723104,0.8120744439400817,0.34997730367680435,0.1406463359126081,0.07574987290289781,0.053621825023518345,0.13640639698965193,0.9954607353608715,0.3018610985020427,0.7004085338175216,0.9541534271448026,0.6840671811166591,0.3732362312243969,0.3182511438739197,0.053621825023518345,0.13640639698965193,1,71.625,208.0,31.5,75.0,18.6,1.55,4.42,34.5,118.0,7.22,4.32,4.49
Matt Jones - 9528,2014,0.3037702325217883,0.22176439,-0.08200584682156248,0.13917094,0.18990414,0.22246799,1,0.9024058102587381,0.3486155242850658,0.5374489332728098,0.4058102587380844,0.35179300953245574,0.3419736243747158,0.09794073329984933,0.06041923551171394,0.21701602959309493,0.784384929641398,0.26690876078075354,0.3772128915115751,0.2805265546981389,0.2505674080798911,0.24761037778789258,0.06609049313675648,0.06396989651928504,0.17968015051740358,0.9500680889695869,0.53109396277803,0.7103949160236042,0.631411711302769,0.566500226963232,0.5525716886663632,0.29334011184544995,0.06396989651928504,0.17968015051740358,1,74.375,231.0,32.0,77.0,20.0,1.64,4.61,31.5,112.0,7.225999999999999,4.2,4.572
Devontae Booker - 10770,2015,0.13088973284159075,0.21973637,0.0888466346224748,0.16484797,0.21677303,0.26078418,2,0.9945528824330458,0.5955515206536541,0.44030866999546076,0.4407625964593736,0.634135270086246,0.8553888130968622,0.9814163736815671,0.9525277435265105,0.9623921085080148,0.9818429414434862,0.6114389468906037,0.34498411257376305,0.3531547889241943,0.4775306400363141,0.7382794720072826,0.925775292323335,0.9219190968955786,0.8852304797742239,0.9945528824330458,0.5510667271901952,0.5855651384475715,0.6000907852927826,0.7526100771674988,0.8975876194811107,0.990849008642603,0.9219190968955786,0.8852304797742239,1,70.75,219.0,31.625,76.25,22.0,1.548,4.534000000000001,36.9,124.2,7.0920000000000005,4.298,4.56
Isaiah Spiller - 99146,2021,0.06359003593513561,0.21131115,0.1477211106818001,0.15955311,0.20128444,0.22596335,3,0.9255560599182933,0.7793917385383567,0.7594189741261915,0.5914661824784385,0.8887880163413527,0.6389267849022283,0.7117026619789051,0.1966707768187423,0.6418002466091245,0.8370403994552883,0.8965047662278711,0.6940535633227417,0.5528824330458466,0.8788016341352701,0.5234410559854347,0.9608540925266904,0.922859830667921,0.9426152398871119,0.9564230594643668,0.5828415796640944,0.7140263277349069,0.5896504766227871,0.8647299137539719,0.7050523441055986,0.05439755973563803,0.922859830667921,0.9426152398871119,1,72.375,217.0,31.75,74.125,18.6,1.542,4.528,30.0,114.0,7.072,4.248,4.5
Ronald Jones - 34001,2017,0.355370656316276,0.2094545,-0.14591614968061012,0.18492524,0.20988257,0.23012483,3,0.9536995006808897,0.5637766681797549,0.8002723558783477,0.8356786200635498,0.8837948252383114,0.3328785811732606,0.3751883475640382,0.1596794081381011,0.41060419235511714,0.9600544711756696,0.4979573309123922,0.7044938719927372,0.734453018610985,0.8016341352700862,0.406463359126081,0.6059989832231825,0.15804327375352775,0.4703668861712135,0.9341806627326373,0.5914661824784385,0.8465728551974581,0.8070812528370404,0.8901497957330913,0.42330450614474285,0.2653787493645145,0.15804327375352775,0.4703668861712135,1,71.0,205.0,31.125,74.375,19.4,1.59,4.65,36.5,122.0,7.048,4.202,4.49
Trey Williams - 9717,2014,0.061217936169059184,0.20839113,0.14717319380149135,0.20530173,0.22017145,0.2442954,1,0.53109396277803,0.8393100317748525,0.9273717657739446,0.9559691330004539,0.135724012709941,0.4943155979990905,0.9050728277247614,0.8514180024660912,0.8723797780517879,0.41942805265546984,0.710848842487517,0.8206990467544257,0.8710848842487517,0.112119836586473,0.3522985889849795,0.7742755465175394,0.6989651928504234,0.7102539981185324,0.7299137539718565,0.9042215161143895,0.9491602360417613,0.9677712210621879,0.28279618701770315,0.6772872098315885,0.9567869852567361,0.6989651928504234,0.7102539981185324,1,67.5,195.0,29.875,71.625,18.0,1.61,4.49,33.5,119.0,6.84,4.12,4.484
Zack Moss - 40341,2019,0.22197099983678176,0.20767555,-0.014295453429082172,0.13384134,0.19379322,0.2277275,4,0.9219246482069905,0.8624602814344077,0.7126645483431684,0.6350431230140717,0.861552428506582,0.6221009549795361,0.8086388749372175,0.40258939580764486,0.6720098643649816,0.9278256922378575,0.9559691330004539,0.7825692237857467,0.6300499319110304,0.9214707217430776,0.9317250796540737,0.9740721911540416,0.9115710253998118,0.9576669802445907,0.7489786654561961,0.14298683613254654,0.607807535179301,0.403994552882433,0.7203812982296868,0.14474283113336367,0.23792577529232334,0.9115710253998118,0.9576669802445907,1,69.375,223.0,31.25,75.5,19.0,1.54,4.65,33.0,122.0,7.140000000000001,4.37,4.56
Kerryon Johnson - 34455,2017,0.17519761525161814,0.2053683,0.03017068006030965,0.19221476,0.21385634,0.23877983,3,0.9164775306400363,0.6268724466636405,0.3268270540172492,0.7871084884248751,0.3250113481615978,0.8494770350159163,0.9588146659969864,0.9075215782983971,0.9321824907521579,0.9786654561960962,0.5465274625510668,0.6205174761688607,0.6200635497049478,0.3831139355424421,0.9412835685025034,0.9725470259278088,0.8560677328316086,0.9510818438381938,0.5052201543349978,0.6472991375397186,0.11756695415342715,0.843849296413981,0.20517476168860643,0.7332726445152481,0.8190137264870361,0.8560677328316086,0.9510818438381938,1,71.5,213.0,32.5,77.625,11.0,1.5420000000000003,4.470000000000001,40.0,126.0,7.07,4.29,4.484
TJ Yeldon - 9469,2014,0.1997311505009139,0.20501612,0.00528497076735851,0.13757955,0.20195189,0.24959119,1,0.9482523831139356,0.82296867907399,0.6867907399001362,0.7417158420335905,0.2664548343168407,0.6498408367439745,0.10748367654445003,0.0468557336621455,0.14858199753390874,0.8506581933726737,0.6899682251475261,0.5020426690876079,0.5365410803449842,0.20018157058556513,0.4724624487938097,0.07320793085917641,0.047036688617121354,0.12605832549388524,0.9741261915569678,0.8924194280526555,0.8120744439400817,0.8479346345891966,0.4711756695415343,0.783340919435594,0.3126588713777326,0.047036688617121354,0.12605832549388524,1,73.25,226.0,31.625,75.875,22.0,1.63,4.61,36.0,117.0,7.19,4.22,4.561999999999999
DeAndre Washington - 10777,2015,0.2319662117137465,0.20427173,-0.02769447795291277,0.19219157,0.20590916,0.21609668,2,0.964593735814798,0.8955969133000454,0.9269178393100318,0.40217884702678164,0.8234226055379028,0.6903137789904502,0.5645404319437468,0.04254007398273736,0.4802712700369914,0.9210167952791648,0.8561053109396278,0.8828869723104857,0.5946436677258284,0.6650022696323196,0.5616750113791534,0.8581596339603457,0.504233301975541,0.786453433678269,0.9659555152065366,0.8955969133000454,0.9219246482069905,0.22060826146164322,0.8847026781661371,0.7664997724169322,0.04829689883070666,0.504233301975541,0.786453433678269,1,68.25,204.0,30.0,72.625,24.0,1.5,4.49,34.5,118.0,7.03,4.2,4.498
Curtis Samuel - 11795,2016,0.09953584820340175,0.20384866,0.10431281178881627,0.16710544,0.23851788,0.37523916,2,0.5047662278710849,0.8842487517022243,0.9913753971856559,0.9673172945982751,0.6740807989105765,0.9608913142337426,0.9854344550477148,0.9938347718865598,0.9796547472256474,0.5070358601906492,0.8397639582387654,0.9782115297321834,0.9400817067635043,0.5056740807989106,0.9604005461993628,0.987290289781393,0.9981185324553151,0.980244590780809,0.5565138447571494,0.8924194280526555,0.9913753971856559,0.9605083976395824,0.7893781207444394,0.9353664087391899,0.925775292323335,0.9981185324553151,0.980244590780809,1,70.63,196.0,31.25,74.88,18.0,1.49,4.31,37.0,119.0,7.09,4.33,4.4239999999999995
Ty Chandler - 62942,2021,0.001,0.20180503,0.20080502533912659,0.18977913,0.22141512,0.27104735,5,0.7648660916931457,0.36359509759418973,0.5551520653654108,0.46709033136631867,0.5224693599636859,0.819918144611187,0.844299347061778,0.7546239210850801,0.8051787916152897,0.8179754879709487,0.6477530640036314,0.7380844303222878,0.7117566954153427,0.7852927825692237,0.8761948111060537,0.8632435180477885,0.9200376293508937,0.8212605832549389,0.6622787108488425,0.212437585111212,0.42351339083068545,0.38266000907852926,0.31638674534725375,0.48384160218479744,0.3162175902389425,0.9200376293508937,0.8212605832549389,1,71.25,204.0,32.125,75.625,20.4,1.55,4.38,31.0,121.0,7.112,4.296000000000001,4.42
Marlon Mack - 11898,2016,0.45951533675513806,0.19659905,-0.26291628539882245,0.13790993,0.19016531,0.2183113,3,0.9491602360417613,0.6000907852927826,0.7598729005901044,0.7371765773944621,0.7839310031774852,0.7244201909959073,0.8196885986941236,0.37422934648581996,0.7293464858199753,0.8833408987743986,0.6618247843849296,0.8583749432591921,0.8692691783931004,0.7839310031774852,0.6795630405097861,0.9486527707168276,0.9463781749764817,0.9247412982126059,0.9568769859282796,0.3690422151611439,0.47662278710848843,0.6663640490240581,0.7598729005901044,0.7218934911242604,0.13777325876970006,0.9463781749764817,0.9247412982126059,0,71.38,213.0,32.0,76.63,15.0,1.52,4.5,35.5,125.0,7.082000000000001,4.234,4.5120000000000005
