ID.x,Last_Season,target,predicted_label,Diff,min_label,mean_label,max_label,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Malcolm Perry - 46513,2019,0.011739843719148924,0.45223963,0.4404997888873574,0.42423376,0.4575115,0.48608965,1,0.9872900590104403,0.8011802088061734,0.9927371765773945,0.9559691330004539,0.9187471629596006,0.008640291041382447,0.957307885484681,0.6183723797780518,0.9395807644882861,0.9396277802995915,0.6527462551066727,0.9759418974126192,0.8710848842487517,0.7916477530640036,0.007737824305871643,0.8739196746314184,0.3405456255879586,0.8325493885230479,0.9913753971856559,0.8765320018157059,0.9936450295052202,0.9677712210621879,0.9473445301861099,0.023668639053254437,0.9822064056939501,0.3405456255879586,0.8325493885230479,0,69.5,186.0,29.625,71.5,10.0,1.57,4.63,36.0,122.0,7.12,4.31,4.48
Jay Ajayi - 9582,2014,0.5733710390460888,0.43826738,-0.135103659046928,0.34901845,0.42868036,0.47277027,1,0.9995460735360872,0.3513390830685429,0.5360871538810713,0.9396277802995915,0.7594189741261915,0.8763074124602092,0.946258161727775,0.659062885326757,0.9112207151664612,0.9977303676804358,0.26917839310031777,0.3740354062641852,0.8225147526100771,0.572401270994099,0.7560309512972235,0.8566344687341129,0.40357478833490124,0.7845719661335842,0.9995460735360872,0.5333635950975942,0.7076713572401271,0.9582387653200182,0.8529278256922379,0.9157942649066909,0.9786476868327402,0.40357478833490124,0.7845719661335842,0,71.75,221.0,32.0,77.125,19.0,1.59,4.57,39.0,121.0,7.1,4.1,4.555999999999999
Javorius Allen - 9558,2014,0.18831436251805825,0.4264383,0.23812393928362327,0.36762685,0.41822124,0.4472662,1,0.9927371765773945,0.38356786200635495,0.7625964593735814,0.4761688606445756,0.27371765773944623,0.9131423374261027,0.9794073329984933,0.938347718865598,0.9716399506781751,0.9714026327734907,0.2914207898320472,0.5755787562414889,0.3318202451202905,0.20426690876078074,0.8188438780154756,0.9227249618708694,0.8598306679209784,0.8946378174976481,0.9954607353608715,0.5651384475714935,0.8565592374035407,0.6886064457557876,0.47798456650022697,0.9403732362312244,0.9903406202338587,0.8598306679209784,0.8946378174976481,1,72.5,221.0,31.75,75.125,11.0,1.58,4.53,35.5,121.0,6.96,4.28,4.558
Samaje Perine - 11869,2016,0.32880357034908186,0.4120559,0.08325233928455461,0.3653434,0.39801353,0.41368413,3,0.9768497503404449,0.6513844757149342,0.8420335905583296,0.8874262369496142,0.8093508851566046,0.5188722146430196,0.9447513812154696,0.7706535141800247,0.9075215782983971,0.9614162505674081,0.7008624602814344,0.7689514298683613,0.8202451202905129,0.7022242396731729,0.5657715065999089,0.8861209964412812,0.6660395108184384,0.8353715898400753,0.9759418974126192,0.5456196096232411,0.8011802088061734,0.8747162959600545,0.8179754879709487,0.5134274010013655,0.9669547534316217,0.6660395108184384,0.8353715898400753,1,70.63,233.0,30.38,74.25,30.0,1.54,4.65,33.0,116.0,7.26,4.37,4.529999999999999
Leonard Fournette - 11759,2016,0.41339554519064114,0.40888086,-0.004514685577222566,0.39624935,0.41254133,0.43082044,3,0.9609623241034952,0.6187017703132093,0.7603268270540172,0.8234226055379028,0.47980027235587835,0.9067758071850841,0.8754394776494224,0.4432799013563502,0.8002466091245376,0.9863822060826146,0.7789378120744439,0.8374943259192011,0.7435315478892419,0.7135724012709941,0.868456986800182,0.9354346720894764,0.5954844778927564,0.9002822201317028,0.8955969133000454,0.5365410803449842,0.6413980935088516,0.8179754879709487,0.2115297321833863,0.9035047792444242,0.3990849008642603,0.5954844778927564,0.9002822201317028,1,72.5,240.0,31.63,75.25,22.2,1.53,4.51,28.5,113.6,7.138,4.302,4.518
Jordan Howard - 10784,2015,0.46811988371646474,0.40654427,-0.06157561558520863,0.36231193,0.40134525,0.43450156,2,0.9891057648660917,0.5451656831593282,0.8338629142078984,0.5583295506128008,0.7585111211983658,0.5516143701682583,0.9095931692616775,0.45869297163995065,0.8255240443896424,0.9900136177939174,0.4725374489332728,0.7217430776214253,0.40036314117113025,0.728551974580118,0.5234410559854347,0.8500254194204372,0.4929444967074318,0.7732831608654751,0.9759418974126192,0.6259645937358148,0.8747162959600545,0.7276441216522923,0.7299137539718565,0.5830678197542103,0.9206914082358922,0.4929444967074318,0.7732831608654751,0,71.875,230.0,32.25,75.625,16.0,1.574,4.555999999999999,34.0,122.0,6.991999999999999,4.254,4.536
Sony Michel - 27589,2017,0.4678753760944447,0.39783293,-0.07004244600640147,0.34165284,0.39383143,0.43911386,4,0.8610985020426691,0.784384929641398,0.8610985020426691,0.7966409441670449,0.6650022696323196,0.8794906775807185,0.9105976896032144,0.749075215782984,0.8865598027127004,0.9019518837948253,0.8061733999092147,0.8906037221970041,0.9341806627326373,0.837948252383114,0.9654073736913974,0.9166243009659379,0.5653809971777987,0.658513640639699,0.6082614616432138,0.7589650476622787,0.7339990921470722,0.45528824330458467,0.2401270994098956,0.4988620846609012,0.6695475343162176,0.5653809971777987,0.658513640639699,1,70.625,214.0,31.25,73.625,22.0,1.53,4.54,34.7,122.8,7.124,4.21,4.4719999999999995
Jonathon Brooks - 144721,2023,0.03006101355032047,0.39486623,0.3648052145533172,0.3580952,0.40452933,0.4431589,2,0.7063095778483885,0.9182932364956877,0.6709033136631866,0.9854743531547889,0.9759418974126192,0.8644838562983174,0.9507785032646912,0.9475955610357584,0.9889025893958077,0.8334089877439855,0.9314571039491603,0.6246028143440763,0.9927371765773945,0.9768497503404449,0.7560309512972235,0.9684799186578547,0.5653809971777987,0.658513640639699,0.1307308216068997,0.8488424875170223,0.6854289605083976,0.8211529732183386,0.9523377212891512,0.9003186162949477,0.7524148449415353,0.5653809971777987,0.658513640639699,1,72.375,216.0,31.5,75.875,18.0,1.564,4.4479999999999995,36.6,124.6,7.138,4.254,4.49
Kimani Vidal - 123727,2023,0.04067788934738686,0.39391744,0.35323955202071616,0.31340554,0.3758238,0.4291396,4,0.9505220154334998,0.9273717657739446,0.610531093962778,0.49659555152065366,0.8452110758057195,0.5688949522510232,0.8940231039678553,0.35758323057953145,0.842786683107275,0.9850204266908761,0.9119382660009079,0.5746709033136632,0.4207898320472084,0.7789378120744439,0.6795630405097861,0.9527198779867819,0.9426152398871119,0.9200376293508937,0.8197911938266,0.9083068542896051,0.655015887426237,0.572401270994099,0.8406718111665911,0.5830678197542103,0.09252669039145907,0.9426152398871119,0.9200376293508937,0,67.875,213.0,30.375,73.25,18.0,1.53,4.46,37.5,120.0,7.01,4.15,4.58
Khalil Herbert - 41668,2020,0.4443686884392463,0.39359903,-0.05076965508353343,0.3642058,0.38961202,0.41190347,5,0.6037221970040854,0.6985928279618702,0.7276441216522923,0.6563776668179755,0.873354516568316,0.4001819008640291,0.4766449020592667,0.46732429099876693,0.4759556103575832,0.6817975487970949,0.9450748978665456,0.9877439854743532,0.6758965047662279,0.982296867907399,0.8229403732362313,0.7930859176410778,0.5653809971777987,0.658513640639699,0.35088515660463004,0.12846118928733546,0.17793917385383567,0.5787562414888788,0.4117113027689514,0.021392808375056895,0.11438739196746314,0.5653809971777987,0.658513640639699,1,68.875,210.0,31.25,73.875,21.6,1.538,4.462,35.4,121.8,7.074,4.292000000000001,4.48
Michael Carter - 57337,2020,0.2823809573931252,0.38920835,0.10682738921217572,0.3307206,0.38389784,0.42459685,4,0.7980027235587834,0.9060372219700409,0.9373581479800273,0.5737630503858375,0.8924194280526555,0.7903592542064575,0.9362129583124058,0.8033292231812577,0.9044389642416769,0.8088969586926917,0.8715388107126646,0.9695869269178393,0.8370403994552883,0.9251021334543804,0.8711879836140192,0.9730554143365532,0.9539040451552211,0.9604891815616181,0.7607807535179301,0.908760780753518,0.7848388561053109,0.2982296867907399,0.8134362233318202,0.7664997724169322,0.29435688866293847,0.9539040451552211,0.9604891815616181,1,69.625,184.0,29.125,72.75,15.6,1.56,4.51,35.4,118.0,6.944,4.2379999999999995,4.52
AJ Dillon - 57165,2019,0.4651423594513689,0.38399348,-0.08114888282211169,0.25337535,0.3510899,0.39110196,3,0.9954607353608715,0.6536541080344984,0.3663186563776668,0.5746709033136632,0.825692237857467,0.41109595270577537,0.8533400301356102,0.29408138101109743,0.779901356350185,0.9931911030413073,0.607807535179301,0.3581479800272356,0.4126191556967771,0.7916477530640036,0.7651342740100137,0.8312150482968989,0.3405456255879586,0.7657572906867357,0.9859282796187018,0.7022242396731729,0.49341806627326373,0.7389922832501135,0.7921016795279164,0.023668639053254437,0.5505846466700559,0.3405456255879586,0.7657572906867357,1,72.375,247.0,31.625,77.625,23.0,1.53,4.53,41.0,131.0,7.19,4.279999999999999,4.54
Tyrone Tracy - 84226,2023,0.32236527363430945,0.38243034,0.06006507118571314,0.30245844,0.37514284,0.42479903,1,0.7326373127553336,0.9868361325465275,0.9636858828869723,0.8837948252383114,0.9741261915569678,0.7180536607548886,0.9512807634354595,0.9149198520345253,0.9223181257706535,0.5828415796640944,0.9473445301861099,0.8987743985474353,0.7031320926009986,0.9196550158874263,0.5311788802913063,0.8652770716827657,0.7996237064910631,0.8024459078080903,0.8629142078983205,0.9904675442578302,0.9700408533817522,0.9187471629596006,0.9818429414434862,0.8206645425580337,0.9801728520589731,0.7996237064910631,0.8024459078080903,1,71.125,209.0,31.75,76.625,18.6,1.53,4.48,40.0,124.0,6.81,4.06,4.54
Jeremy McNichols - 11917,2016,0.3384789429411987,0.3777394,0.039260456730355886,0.31782573,0.37206045,0.4244142,2,0.9927371765773945,0.6055379028597367,0.44121652292328645,0.932364956876986,0.828869723104857,0.9190541155070486,0.9984932194876946,0.9913686806411838,0.9969173859432799,0.9913753971856559,0.5142986836132547,0.4198819791193827,0.8524738992283251,0.6672719019518838,0.8566226672735548,0.9984748347737672,0.9915333960489181,0.9971777986829727,0.9895596913300045,0.6922378574670903,0.48751702224239674,0.932364956876986,0.8901497957330913,0.9299044151115157,0.9959328927300457,0.9915333960489181,0.9971777986829727,0,68.63,214.0,31.5,74.88,17.0,1.53,4.49,35.5,121.0,6.93,4.28,4.526000000000001
Tevin Coleman - 9506,2014,0.411019308573078,0.3755873,-0.03543199420578369,0.36473045,0.38968372,0.43504736,1,0.9922832501134816,0.48388561053109397,0.8279618701770313,0.7258284157966409,0.9391738538356786,0.5775352432924057,0.9618282270215972,0.8766954377311961,0.9303329223181258,0.9659555152065366,0.3536087153881071,0.6595551520653654,0.5188379482523832,0.8365864729913755,0.4110150204824761,0.8830706659888155,0.7441204139228599,0.8240827845719662,0.9950068088969587,0.6472991375397186,0.8924194280526555,0.8365864729913755,0.9591466182478439,0.7373691397360036,0.9842399593289273,0.7441204139228599,0.8240827845719662,1,71.375,206.0,32.0,75.375,22.0,1.56,4.486,34.8,123.8,7.0840000000000005,4.31,4.478
Isaac Guerendo - 83806,2023,0.3441142326621636,0.37004867,0.025934439298667067,0.36741063,0.3843842,0.40994233,2,0.6472991375397186,0.7694053563322741,0.5937358147980027,0.9405356332274172,0.8901497957330913,0.8490222828558436,0.9497739829231542,0.9278668310727497,0.9260172626387176,0.6604630049931911,0.7276441216522923,0.6246028143440763,0.8406718111665911,0.8588288697231049,0.8165680473372781,0.9517031011692934,0.9106302916274694,0.9332079021636877,0.6082614616432138,0.7716749886518384,0.5165683159328189,0.9514298683613255,0.8592827961870178,0.8393263541192535,0.8906964921199797,0.9106302916274694,0.9332079021636877,1,72.0,221.0,30.75,74.875,20.2,1.55,4.33,41.5,129.0,6.94,4.15,4.47
Jerome Ford - 83601,2021,0.45008929186067886,0.3679604,-0.08212889843187637,0.33217937,0.36862072,0.4042072,2,0.8488424875170223,0.8216068996822514,0.7984566500226963,0.9741261915569678,0.9133000453926464,0.5347885402455662,0.8985434455047715,0.5789149198520345,0.8563501849568435,0.896958692691784,0.7689514298683613,0.716749886518384,0.9568769859282796,0.9482523831139356,0.5011379153390988,0.9339095068632435,0.7300094073377235,0.9068673565380997,0.6768043576940536,0.8393100317748525,0.8125283704039945,0.9718565592374036,0.7526100771674988,0.5716886663632226,0.4570411794611083,0.7300094073377235,0.9068673565380997,1,70.5,210.0,30.625,73.25,20.0,1.55,4.46,31.0,118.0,7.128,4.386000000000001,4.53
Deuce Vaughn - 122624,2022,0.016106901442921484,0.35219815,0.33609125229128567,0.24956495,0.3179981,0.37392572,3,0.970494779845665,0.7135724012709941,0.7802995914661824,0.7231048570131638,0.40036314117113025,0.9490677580718508,0.9979909593169262,0.9907521578298397,0.9963008631319359,0.9818429414434862,0.657739446209714,0.7439854743531548,0.7780299591466182,0.4257830231502497,0.9695038689121529,0.9867819013726487,0.9727187206020697,0.9830667920978363,0.8806173399909215,0.6867907399001362,0.6513844757149342,0.5388107126645484,0.3109396277802996,0.8611743286299499,0.99644128113879,0.9727187206020697,0.9830667920978363,1,65.0,179.0,27.75,67.0,17.0,1.544,4.48,35.5,116.0,6.944,4.182,4.36
Chuba Hubbard - 57373,2020,0.3125189513787021,0.34834358,0.0358246295825253,0.3167449,0.34275162,0.3637987,3,0.9491602360417613,0.6831593281888334,0.8529278256922379,0.6963231956423059,0.799364502950522,0.5507048658481127,0.9337016574585635,0.6763255240443896,0.8896424167694205,0.9950068088969587,0.6836132546527462,0.9623241034952338,0.6295960054471176,0.8175215615070358,0.591715976331361,0.9334011184544992,0.5249294449670743,0.8889934148635936,0.8824330458465729,0.596005447117567,0.6268724466636405,0.6581933726736269,0.4117113027689514,0.4729176149294492,0.8723945094051856,0.5249294449670743,0.8889934148635936,1,72.0,210.0,32.0,75.75,18.2,1.536,4.473999999999999,36.5,125.6,7.058,4.268000000000001,4.39
Trey Sermon - 57372,2020,0.11274698983584903,0.34731445,0.2345674573286865,0.2930479,0.33129507,0.3527321,4,0.7262823422605538,0.9246482069904676,0.9473445301861099,0.7566954153427145,0.8842487517022243,0.690768531150523,0.8221998995479658,0.4753390875462392,0.7299630086313194,0.7721289151157512,0.8865183840217885,0.9668633681343622,0.8211529732183386,0.8692691783931004,0.591715976331361,0.8815455007625826,0.5268109125117592,0.819379115710254,0.5170222423967318,0.9310031774852474,0.8774398547435316,0.6005447117566954,0.8179754879709487,0.7478379608557123,0.5394001016776817,0.5268109125117592,0.819379115710254,1,72.375,215.0,33.375,77.125,16.8,1.542,4.52,34.9,124.2,7.102000000000001,4.258,4.53
KeShawn Vaughn - 45866,2019,0.40249747470740876,0.3466264,-0.055871073759837964,0.29215467,0.33605364,0.3552004,4,0.8479346345891966,0.7122106218792555,0.6413980935088516,0.6845211075805719,0.8751702224239674,0.846293769895407,0.7845303867403315,0.38162762022194824,0.6985203452527744,0.8610985020426691,0.7739446209714026,0.8470267816613709,0.7771221062187925,0.9850204266908761,0.8493400091033227,0.8993390950686324,0.5653809971777987,0.658513640639699,0.5705855651384476,0.6472991375397186,0.2351339083068543,0.6654561960962324,0.566500226963232,0.7050523441055986,0.05236400610066091,0.5653809971777987,0.658513640639699,1,69.625,214.0,30.875,73.5,20.2,1.55,4.51,32.0,117.0,7.066,4.2219999999999995,4.43
Josh Jacobs - 45953,2018,0.5631935452058909,0.34574303,-0.2174505148962138,0.27616993,0.3485875,0.41329896,3,0.5574216976849751,0.8833408987743986,0.9300953245574217,0.6967771221062188,0.9341806627326373,0.9640745793542519,0.9211451531893521,0.8970406905055487,0.8958076448828607,0.613708579210168,0.9364502950522016,0.8715388107126646,0.893781207444394,0.94416704493872,0.9708693673190715,0.8561260803253686,0.5653809971777987,0.658513640639699,0.4144348615524285,0.7122106218792555,0.9405356332274172,0.37358147980027234,0.807989105764866,0.9421939007737824,0.9445856634468734,0.5653809971777987,0.658513640639699,1,70.0,220.0,31.625,74.25,18.0,1.566,4.562,32.8,118.8,7.046000000000001,4.266,4.564
ReMahn Davis - 101072,2023,0.40094658742058314,0.34189847,-0.05904811630356349,0.26449054,0.3259359,0.36414057,5,0.8629142078983205,0.8356786200635498,0.4339536995006809,0.36087153881071266,0.7571493418066273,0.6230104592996817,0.8684078352586639,0.48520345252774355,0.8495684340320592,0.9260099863822061,0.891057648660917,0.5642305946436678,0.7122106218792555,0.7725828415796641,0.6536185707783341,0.9476359938993391,0.5653809971777987,0.658513640639699,0.38039037675896503,0.8102587380844303,0.37448933272809803,0.24738992283250114,0.7267362687244666,0.6385980883022303,0.353329944077275,0.5653809971777987,0.658513640639699,1,68.375,211.0,30.25,72.25,20.8,1.56,4.52,35.0,119.0,7.045999999999999,4.51,4.54
Brian Robinson - 57120,2021,0.4406445751817901,0.33460683,-0.10603774887640072,0.2442133,0.30185097,0.34476468,4,0.8007262823422605,0.657739446209714,0.5819337267362688,0.6572855197458012,0.7444394008170676,0.3974533879035925,0.8347564038171773,0.5505548705302096,0.8242909987669543,0.9677712210621879,0.7775760326827054,0.5356332274171585,0.6527462551066727,0.8433953699500681,0.6977696859353664,0.9115404168784952,0.5653809971777987,0.658513640639699,0.5991829323649569,0.4380390376758965,0.525192918747163,0.5524285065819338,0.6840671811166591,0.023668639053254437,0.5424504321301474,0.5653809971777987,0.658513640639699,1,73.625,225.0,31.875,76.375,18.8,1.59,4.53,30.0,119.0,7.12,4.343999999999999,4.58
David Montgomery - 45719,2018,0.4665585112843398,0.33458856,-0.13196995380257404,0.29756993,0.33360252,0.37659803,3,0.9632319564230595,0.9459827507943713,0.6604630049931911,0.4330458465728552,0.8320472083522469,0.6666666666666666,0.982420894023104,0.8612823674475956,0.9648581997533908,0.9555152065365411,0.9400817067635043,0.5533363595097595,0.4643667725828416,0.7203812982296868,0.5502958579881657,0.9928825622775801,0.9548447789275635,0.9858889934148636,0.8515660463004994,0.8443032228778938,0.6817975487970949,0.3191103041307308,0.8747162959600545,0.7105143377332727,0.3756990340620234,0.9548447789275635,0.9858889934148636,1,70.125,222.0,31.375,77.375,15.0,1.55,4.63,28.5,121.0,7.074000000000001,4.3100000000000005,4.525999999999999
Justice Hill - 45865,2018,0.40961251270621846,0.32552955,-0.08408296716064045,0.26239252,0.2971776,0.32552955,3,0.9664094416704494,0.5419881979119383,0.8084430322287789,0.6100771674988652,0.5896504766227871,0.23783537971805366,0.2119537920642893,0.12145499383477189,0.3064118372379778,0.9655015887426237,0.5941897412619156,0.6731729459827508,0.5410803449841126,0.5483431684067182,0.22303140646335912,0.7661413319776309,0.4760112888052681,0.702728127939793,0.94098955969133,0.4811620517476169,0.8406718111665911,0.5093054925102134,0.5283704039945529,0.38233955393718705,0.02541942043721403,0.4760112888052681,0.702728127939793,1,69.625,198.0,31.625,74.875,21.0,1.48,4.4,40.0,130.0,6.9879999999999995,4.215999999999999,4.482
Eno Benjamin - 57136,2019,0.2968896603357564,0.3246198,0.027730139516614793,0.28627214,0.3179772,0.33965477,2,0.994098955969133,0.8601906491148434,0.6250567408079891,0.5905583295506128,0.6563776668179755,0.6407457935425194,0.9804118533400301,0.8581997533908755,0.9734895191122072,0.9872900590104403,0.811166591012256,0.5583295506128008,0.4943259192010894,0.6177939173853836,0.5311788802913063,0.9715302491103203,0.8099717779868297,0.9623706491063029,0.9922832501134816,0.879255560599183,0.6736268724466636,0.6863368134362233,0.6795279164775306,0.7155211652253073,0.9654295882053889,0.8099717779868297,0.9623706491063029,1,68.875,207.0,31.25,76.0,12.0,1.53,4.57,39.0,122.0,6.97,4.25,4.5
Audric Estime - 147476,2023,0.19607218702985496,0.32212198,0.12604979077623635,0.29684523,0.3668345,0.46810377,2,0.929187471629596,0.8374943259192011,0.9014979573309124,0.9296413980935089,0.9332728098048116,0.758981355161437,0.9568056253139126,0.7848335388409371,0.9420468557336621,0.8856105310939628,0.787562414888788,0.8002723558783477,0.8688152519291875,0.8915115751248298,0.646335912608102,0.9313675648195221,0.7262464722483537,0.90310442144873,0.9369042215161144,0.8565592374035407,0.9219246482069905,0.9196550158874263,0.9187471629596006,0.8051888939462903,0.9578037620742247,0.7262464722483537,0.90310442144873,1,71.375,221.0,32.375,76.5,23.0,1.58,4.71,38.0,125.0,7.048,4.2299999999999995,4.5
Justin Jackson - 29539,2017,0.3652331493108282,0.32208413,-0.04314902045416924,0.2561448,0.2966792,0.32208413,4,0.9968225147526101,0.4911484339536995,0.4575578756241489,0.4135270086246028,0.49160236041761235,0.574806730331969,0.026117528879959818,0.006165228113440197,0.04192355117139334,0.9909214707217431,0.6364049024058103,0.5152065365410804,0.4616432137993645,0.6954153427144802,0.514792899408284,0.28215556685307575,0.03857008466603951,0.31702728127939794,0.9918293236495688,0.2900590104403087,0.4026327734906945,0.28279618701770315,0.35088515660463004,0.5716886663632226,0.005592272496187087,0.03857008466603951,0.31702728127939794,1,71.625,199.0,30.625,75.875,13.0,1.56,4.52,38.5,122.0,6.81,4.07,4.446
Darrell Henderson - 41193,2018,0.19486944916323243,0.3053959,0.11052645203992309,0.2922409,0.3220636,0.3773,3,0.8443032228778938,0.7689514298683613,0.9818429414434862,0.9260099863822061,0.9927371765773945,0.8890404729422465,0.9020592667001507,0.5234278668310728,0.8520345252774353,0.896958692691784,0.7330912392192465,0.9641398093508852,0.9378120744439401,0.9972764412165229,0.8566226672735548,0.9644128113879004,0.8654750705550329,0.9501411100658513,0.7607807535179301,0.7253744893327281,0.9727644121652292,0.8574670903313664,0.807989105764866,0.8611743286299499,0.30299949161159123,0.8654750705550329,0.9501411100658513,0,68.375,208.0,31.0,73.875,22.0,1.59,4.49,33.5,121.0,7.108,4.369999999999999,4.4799999999999995
Ameer Abdullah - 9487,2014,0.2017603759692268,0.30522126,0.10346088362473682,0.30522126,0.32731137,0.36683413,1,0.9918293236495688,0.7085792101679528,0.8329550612800726,0.896958692691784,0.6032682705401725,0.7753524329240564,0.9964841788046208,0.9568434032059187,0.9950678175092479,0.9632319564230595,0.566500226963232,0.6672719019518838,0.7276441216522923,0.4380390376758965,0.5999089667728721,0.9766141331977631,0.8974600188146754,0.967074317968015,0.994098955969133,0.8197911938266,0.8974126191556968,0.926463912846119,0.7562414888788016,0.8566226672735548,0.9979664463650229,0.8974600188146754,0.967074317968015,1,68.75,205.0,30.0,72.0,24.0,1.6,4.6,42.5,130.0,6.79,3.95,4.444
Chase Brown - 77787,2022,0.5131140053341964,0.30430624,-0.20880776644450216,0.27976972,0.30570537,0.33133695,4,0.9051293690422152,0.6718111665910123,0.8088969586926917,0.18974126191556967,0.7358147980027235,0.6230104592996817,0.8588648920140632,0.6109741060419236,0.7946979038224414,0.9954607353608715,0.7013163867453472,0.7557875624148888,0.2174307762142533,0.8660916931457104,0.5448338643604915,0.8957803762074225,0.6359360301034808,0.852304797742239,0.6622787108488425,0.6368588288697231,0.7916477530640036,0.0,0.637312755333636,0.5830678197542103,0.3863751906456533,0.6359360301034808,0.852304797742239,1,69.5,209.0,31.0,75.125,25.0,1.53,4.43,40.0,127.0,6.901999999999999,4.192,4.48
Tank Bigsby - 123974,2022,0.40067582584233846,0.30329978,-0.0973760411819991,0.25514522,0.29050192,0.31142288,3,0.9269178393100318,0.8946890603722197,0.7458011802088061,0.5819337267362688,0.8946890603722197,0.5588904047294224,0.20190858864892014,0.02157829839704069,0.30147965474722566,0.9105764866091693,0.9142078983204721,0.6908760780753518,0.5306400363141172,0.873354516568316,0.4624487938097406,0.2470767666497204,0.1458137347130762,0.30761994355597366,0.9105764866091693,0.7376305038583749,0.7989105764866091,0.634135270086246,0.7784838856105311,0.6713700500682749,0.30096593797661414,0.1458137347130762,0.30761994355597366,1,71.625,210.0,32.0,76.625,21.0,1.54,4.56,32.5,119.0,7.172,4.3260000000000005,4.52
Jordan Wilkins - 26618,2017,0.393132344097182,0.30289719,-0.09023515900997803,0.23147045,0.28089684,0.32589364,3,0.6132546527462551,0.7439854743531548,0.805265546981389,0.5587834770767136,0.7630503858374943,0.5247839927239655,0.8548468106479156,0.8218249075215783,0.7694204685573366,0.7548797094870631,0.6876985928279619,0.8075351793009532,0.5565138447571494,0.6472991375397186,0.7246244879380974,0.9674631418403661,0.9369708372530574,0.940733772342427,0.4920562868815252,0.7280980481162052,0.5705855651384476,0.33408987743985474,0.8179754879709487,0.17114246700045516,0.3919674631418404,0.9369708372530574,0.940733772342427,1,72.625,216.0,30.125,74.0,16.0,1.578,4.536,36.0,117.0,7.138,4.27,4.536
Jaret Patterson - 77745,2020,0.12865776983935998,0.3003597,0.17170192631046607,0.25693434,0.30759612,0.35494184,3,0.9677712210621879,0.8697231048570132,0.7821152973218338,0.964593735814798,0.94416704493872,0.3419736243747158,0.8488196885986942,0.5283600493218249,0.7872996300863132,0.9922832501134816,0.8270540172492056,0.6681797548797095,0.9863822060826146,0.9555152065365411,0.6668183887118798,0.9013726487036096,0.35747883349012227,0.8673565380997178,0.9142078983204721,0.8788016341352701,0.7834770767135724,0.8738084430322288,0.911484339536995,0.023668639053254437,0.27402135231316727,0.35747883349012227,0.8673565380997178,0,66.5,195.0,28.75,68.75,16.4,1.564,4.512,32.7,119.0,7.053999999999999,4.286,4.54
Ryan Nall - 45753,2017,0.039863907968313954,0.29909408,0.25923017295667383,0.26377147,0.30884507,0.36204982,3,0.7925556059918293,0.7539718565592374,0.7072174307762142,0.775760326827054,0.9459827507943713,0.9131423374261027,0.9241587142139628,0.8871763255240444,0.8803945745992602,0.784384929641398,0.88197911938266,0.716749886518384,0.8833408987743986,0.9736722650930549,0.8643604915794265,0.8668022369089985,0.8739416745061148,0.812793979303857,0.6768043576940536,0.49841125737630504,0.566500226963232,0.7126645483431684,0.7784838856105311,0.9053254437869822,0.9318759532282664,0.8739416745061148,0.812793979303857,1,74.125,232.0,31.5,75.625,15.0,1.59,4.58,33.0,122.0,6.95,4.16,4.552
Kenny McIntosh - 99158,2022,0.09323506615420817,0.2983885,0.20515344478825093,0.2797884,0.2989782,0.32163385,4,0.4434861552428507,0.9800272355878348,0.825692237857467,0.7208352246935996,0.6999546073536087,0.897680763983629,0.9578101456554495,0.9919852034525277,0.9913686806411838,0.7385383567862006,0.9986382206082615,0.8588288697231049,0.8120744439400817,0.8238765320018157,0.9508420573509331,0.9883070665988816,0.5653809971777987,0.658513640639699,0.0,0.09714026327734906,0.6177939173853836,0.36177939173853835,0.18837948252383113,0.1843422849340009,0.6319267920691408,0.5653809971777987,0.658513640639699,1,72.25,204.0,30.5,76.375,19.0,1.54,4.62,36.0,123.2,6.9319999999999995,4.220000000000001,4.39
Chris Rodriguez - 83689,2022,0.5007733269725402,0.29799023,-0.20278309426647023,0.16343904,0.26557398,0.31695879,4,0.8588288697231049,0.8679073990013618,0.8284157966409441,0.82296867907399,0.9396277802995915,0.13551614370168258,0.8051230537418382,0.5030826140567201,0.7355117139334155,0.9105764866091693,0.9064911484339537,0.911484339536995,0.9005901044030867,0.9164775306400363,0.18707328174783797,0.8398576512455516,0.4430856067732832,0.7996237064910631,0.6622787108488425,0.8334089877439855,0.769859282796187,0.5991829323649569,0.9428052655469814,0.19799726900318615,0.5790543975597356,0.4430856067732832,0.7996237064910631,1,71.625,217.0,30.625,73.625,19.0,1.546,4.51,33.4,119.4,7.0699999999999985,4.272,4.54
