,ID.x,ID.y,similarity
894,Josh McCray - 144799,Brenden Knox - 57287,83.74
895,Antwan Raymond - 190489,Shadrach Thornton - 18797,82.86
896,Antwan Raymond - 190489,Lavon Coleman - 45861,82.34
897,Antwan Raymond - 190489,Isaih Pacheco - 83747,78.29
898,Antwan Raymond - 190489,Mike Weber - 28011,78.02
899,Antwan Raymond - 190489,Terrence Magee - 9864,77.91
900,Sedrick Alexander - 172605,Keith Marshall - 10876,88.45
901,Sedrick Alexander - 172605,Tony Jones - 40498,85.98
902,Sedrick Alexander - 172605,Shadrach Thornton - 18797,84.87
903,Sedrick Alexander - 172605,Snoop Conner - 99163,81.6
904,Sedrick Alexander - 172605,Jahwan Edwards - 10128,80.84
905,Justice Haynes - 172379,Alexander Mattison - 45817,87.15
906,Justice Haynes - 172379,Kevin Harris - 99141,79.42
907,Justice Haynes - 172379,Jase McClellan - 123926,71.84
908,Justice Haynes - 172379,Tre Madden - 11286,70.97
909,Justice Haynes - 172379,Gary Brightwell - 57133,68.89
910,Star Thomas - 156926,Gary Brightwell - 57133,86.63
911,Star Thomas - 156926,Tony Jones - 40498,84.73
912,Star Thomas - 156926,Keith Marshall - 10876,84.16
913,Star Thomas - 156926,Michael Dyer - 10081,83.91
914,Star Thomas - 156926,John Kelly - 34761,83.6
915,Jaivian Thomas - 176564,Devine Redding - 45841,77.87
916,Jaivian Thomas - 176564,Trestan Ebner - 57159,70.68
917,Jaivian Thomas - 176564,Jordan Scarlett - 39258,68.53
918,Jaivian Thomas - 176564,Braylon Heard - 10293,66.43
919,Jaivian Thomas - 176564,Wendell Smallwood - 10787,65.97
920,Javen Jacobs - 157190,Mike Weber - 28011,91.58
921,Javen Jacobs - 157190,Larry Rountree - 57308,87.92
922,Javen Jacobs - 157190,Wendell Smallwood - 10787,87.02
923,Javen Jacobs - 157190,Justin Davis - 12202,81.9
924,Javen Jacobs - 157190,Lavon Coleman - 45861,75.72
925,Jobi Malary - 103979,Mike Weber - 28011,92.01
926,Jobi Malary - 103979,Larry Rountree - 57308,91.9
927,Jobi Malary - 103979,Lavon Coleman - 45861,86.17
928,Jobi Malary - 103979,Brenden Knox - 57287,82.14
929,Jobi Malary - 103979,John Kelly - 34761,81.33
930,Shane Porter - 144592,Brenden Knox - 57287,91.37
931,Shane Porter - 144592,John Kelly - 34761,90.88
932,Shane Porter - 144592,Lavon Coleman - 45861,89.95
933,Shane Porter - 144592,Israel Abanikanda - 122999,88.31
934,Shane Porter - 144592,Larry Rountree - 57308,82.96
935,Omiri Wiggins - 183950,Wendell Smallwood - 10787,85.81
936,Omiri Wiggins - 183950,Justin Davis - 12202,79.79
937,Omiri Wiggins - 183950,Larry Rountree - 57308,76.65
938,Omiri Wiggins - 183950,Mike Weber - 28011,73.67
939,Omiri Wiggins - 183950,Kyle Hicks - 45714,72.75
940,Jevyon Ducker - 130550,Wendell Smallwood - 10787,79.85
941,Jevyon Ducker - 130550,Justin Davis - 12202,78.98
942,Jevyon Ducker - 130550,Larry Rountree - 57308,77.54
943,Jevyon Ducker - 130550,Jordan Scarlett - 39258,76.84
944,Jevyon Ducker - 130550,Mike Weber - 28011,76.43
945,Landon Sims - 146065,Wendell Smallwood - 10787,81.04
946,Landon Sims - 146065,Kyle Hicks - 45714,80.64
947,Landon Sims - 146065,Justin Davis - 12202,79.19
948,Landon Sims - 146065,Larry Rountree - 57308,70.5
949,Landon Sims - 146065,Joe Williams - 11876,69.59
950,Turbo Richard - 190199,Wendell Smallwood - 10787,91.83
951,Turbo Richard - 190199,Justin Davis - 12202,88.35
952,Turbo Richard - 190199,Larry Rountree - 57308,81.54
953,Turbo Richard - 190199,Mike Weber - 28011,78.79
954,Turbo Richard - 190199,Joe Williams - 11876,74.08
955,Joe Jackson - 173106,Gary Brightwell - 57133,90.69
956,Joe Jackson - 173106,Michael Dyer - 10081,81.81
957,Joe Jackson - 173106,Tony Jones - 40498,81.31
958,Joe Jackson - 173106,Keith Marshall - 10876,79.41
959,Joe Jackson - 173106,John Kelly - 34761,77.57
960,Braedon Sloan - 150238,John Kelly - 34761,80.21
961,Braedon Sloan - 150238,Isaih Pacheco - 83747,78.88
962,Braedon Sloan - 150238,Lavon Coleman - 45861,78.22
963,Braedon Sloan - 150238,Mike Weber - 28011,76.87
964,Braedon Sloan - 150238,Larry Rountree - 57308,75.62
965,Ashaad Clayton - 131674,Larry Rountree - 57308,91.12
966,Ashaad Clayton - 131674,Lavon Coleman - 45861,88.98
967,Ashaad Clayton - 131674,Mike Weber - 28011,85.39
968,Ashaad Clayton - 131674,John Kelly - 34761,85.21
969,Ashaad Clayton - 131674,Brenden Knox - 57287,83.55
970,Kevin Davis - 130517,Shadrach Thornton - 18797,91.98
971,Kevin Davis - 130517,Keith Marshall - 10876,82.56
972,Kevin Davis - 130517,Isaih Pacheco - 83747,82.12
973,Kevin Davis - 130517,Lavon Coleman - 45861,79.82
974,Kevin Davis - 130517,Tony Jones - 40498,79.49
975,Jay Haynes - 170010,Tre Madden - 11286,83.37
976,Jay Haynes - 170010,Stevie Scott - 83680,78.75
977,Jay Haynes - 170010,Alexander Mattison - 45817,75.81
978,Jay Haynes - 170010,Gary Brightwell - 57133,73.73
979,Jay Haynes - 170010,Tony Jones - 40498,72.07
980,Micah Welch - 183887,Wendell Smallwood - 10787,87.81
981,Micah Welch - 183887,Justin Davis - 12202,85.72
982,Micah Welch - 183887,Larry Rountree - 57308,78.88
983,Micah Welch - 183887,Mike Weber - 28011,76.1
984,Micah Welch - 183887,Joe Williams - 11876,73.3
985,Jalen Dupree - 191053,Wendell Smallwood - 10787,90.92
986,Jalen Dupree - 191053,Justin Davis - 12202,87.94
987,Jalen Dupree - 191053,Mike Weber - 28011,85.02
988,Jalen Dupree - 191053,Larry Rountree - 57308,83.6
989,Jalen Dupree - 191053,Jordan Scarlett - 39258,75.83
990,Tawee Walker - 158097,Shadrach Thornton - 18797,88.03
991,Tawee Walker - 158097,Ryquell Armstead - 45810,85.99
992,Tawee Walker - 158097,Keith Marshall - 10876,84.1
993,Tawee Walker - 158097,Demario Richard - 27031,83.87
994,Tawee Walker - 158097,Tony Jones - 40498,83.06
995,Jacquez Stuart - 97125,Joe Williams - 11876,91.93
996,Jacquez Stuart - 97125,Larry Rountree - 57308,81.92
997,Jacquez Stuart - 97125,Brian Herrien - 41129,81.04
998,Jacquez Stuart - 97125,Rakeem Boyd - 40492,79.08
999,Jacquez Stuart - 97125,Justin Davis - 12202,76.8
1000,Michel Dukes - 99591,Wendell Smallwood - 10787,87.77
1001,Michel Dukes - 99591,Justin Davis - 12202,85.15
1002,Michel Dukes - 99591,Kyle Hicks - 45714,77.2
1003,Michel Dukes - 99591,Larry Rountree - 57308,73.58
1004,Michel Dukes - 99591,Rasheen Ali - 121717,72.23
1005,Matt Jones - 146805,Tra Carson - 11104,77.99
1006,Matt Jones - 146805,Kamryn Pettway - 45919,76.2
1007,Matt Jones - 146805,Dominique Brown - 9936,75.08
1008,Matt Jones - 146805,Stevie Scott - 83680,72.6
1009,Matt Jones - 146805,Michael Warren - 55076,71.43
1010,Tyler Crowe - 101219,Tre Madden - 11286,82.46
1011,Tyler Crowe - 101219,Stevie Scott - 83680,82.05
1012,Tyler Crowe - 101219,Tony Jones - 40498,76.05
1013,Tyler Crowe - 101219,Michael Warren - 55076,74.85
1014,Tyler Crowe - 101219,Malcolm Brown - 9902,74.29
1015,Rashod Dubinion - 157020,Salvon Ahmed - 57472,86.84
1016,Rashod Dubinion - 157020,Justin Crawford - 29310,73.9
1017,Rashod Dubinion - 157020,TJ Logan - 11935,73.82
1018,Rashod Dubinion - 157020,Jawhar Jordan - 99595,70.99
1019,Rashod Dubinion - 157020,Kyle Hicks - 45714,63.94
1020,Cameron Davis - 72376,Isaih Pacheco - 83747,87.91
1021,Cameron Davis - 72376,Lavon Coleman - 45861,84.82
1022,Cameron Davis - 72376,John Kelly - 34761,83.73
1023,Cameron Davis - 72376,Tony Jones - 40498,81.67
1024,Cameron Davis - 72376,Gary Brightwell - 57133,79.79
1025,Isaiah Augustave - 172398,Isaih Pacheco - 83747,92.8
1026,Isaiah Augustave - 172398,Lavon Coleman - 45861,86.71
1027,Isaiah Augustave - 172398,Tony Jones - 40498,85.69
1028,Isaiah Augustave - 172398,John Kelly - 34761,84.74
1029,Isaiah Augustave - 172398,Michael Dyer - 10081,83.84
1030,Jeremy Payne - 183837,Jordan Scarlett - 39258,87.67
1031,Jeremy Payne - 183837,Devine Redding - 45841,80.88
1032,Jeremy Payne - 183837,Scottie Phillips - 83711,80.86
1033,Jeremy Payne - 183837,Kelvin Taylor - 10845,75.9
1034,Jeremy Payne - 183837,Wendell Smallwood - 10787,75.54
1035,BJ Harris - 146874,Tony Jones - 40498,88.41
1036,BJ Harris - 146874,Justin Henderson - 78560,86.69
1037,BJ Harris - 146874,Michael Dyer - 10081,85.91
1038,BJ Harris - 146874,Gary Brightwell - 57133,82.98
1039,BJ Harris - 146874,John Kelly - 34761,81.64
1040,Corey Kiner - 86392,Joe Williams - 11876,87.68
1041,Corey Kiner - 86392,Larry Rountree - 57308,78.67
1042,Corey Kiner - 86392,Rakeem Boyd - 40492,75.53
1043,Corey Kiner - 86392,Darius Anderson - 45958,73.04
1044,Corey Kiner - 86392,Brian Herrien - 41129,71.76
1045,Nolan Ray - 170203,Jordan Scarlett - 39258,83.59
1046,Nolan Ray - 170203,Mike Weber - 28011,83.32
1047,Nolan Ray - 170203,Wendell Smallwood - 10787,82.22
1048,Nolan Ray - 170203,Justin Davis - 12202,80.66
1049,Nolan Ray - 170203,Larry Rountree - 57308,77.54
1050,Antwain Littleton - 144892,Dominique Brown - 9936,74.61
1051,Antwain Littleton - 144892,Kamryn Pettway - 45919,71.66
1052,Antwain Littleton - 144892,Sewo Olonilua - 45767,65.71
1053,Antwain Littleton - 144892,Elijah Hood - 11997,54.63
1054,Antwain Littleton - 144892,Andy Janovich - 10810,49.37
1055,Arnold Barnes - 169972,Joey Iosefa - 9664,63.81
1056,Arnold Barnes - 169972,Chris Warren - 35977,57.37
1057,Arnold Barnes - 169972,Dominique Brown - 9936,51.83
1058,Arnold Barnes - 169972,Kamryn Pettway - 45919,46.06
1059,Arnold Barnes - 169972,Andy Janovich - 10810,44.71
1060,Aaron Young - 97161,John Kelly - 34761,92.82
1061,Aaron Young - 97161,Gary Brightwell - 57133,86.06
1062,Aaron Young - 97161,Michael Dyer - 10081,85.24
1063,Aaron Young - 97161,Lavon Coleman - 45861,84.5
1064,Aaron Young - 97161,Isaih Pacheco - 83747,81.82
1065,Rodrigues Clark - 101068,Dominique Brown - 9936,69.28
1066,Rodrigues Clark - 101068,Kamryn Pettway - 45919,63.93
1067,Rodrigues Clark - 101068,Sewo Olonilua - 45767,63.74
1068,Rodrigues Clark - 101068,Elijah Hood - 11997,47.39
1069,Rodrigues Clark - 101068,Tra Carson - 11104,43.33
1070,Myles Bailey - 145722,Larry Rountree - 57308,88.5
1071,Myles Bailey - 145722,Mike Weber - 28011,84.19
1072,Myles Bailey - 145722,Lavon Coleman - 45861,78.98
1073,Myles Bailey - 145722,Wendell Smallwood - 10787,78.22
1074,Myles Bailey - 145722,John Kelly - 34761,76.65
1075,OJ Arnold - 158336,Kyle Hicks - 45714,73.51
1076,OJ Arnold - 158336,Justin Davis - 12202,69.12
1077,OJ Arnold - 158336,Wendell Smallwood - 10787,68.95
1078,OJ Arnold - 158336,Joe Williams - 11876,62.9
1079,OJ Arnold - 158336,Brian Herrien - 41129,62.71
1080,Samuel Brown V - 162899,Tony Jones - 40498,87.51
1081,Samuel Brown V - 162899,Tre Madden - 11286,83.7
1082,Samuel Brown V - 162899,Malcolm Brown - 9902,82.78
1083,Samuel Brown V - 162899,Justin Henderson - 78560,80.26
1084,Samuel Brown V - 162899,Brandon Wilds - 11057,78.24
1085,Elijah Gilliam - 73621,Wendell Smallwood - 10787,80.51
1086,Elijah Gilliam - 73621,Justin Davis - 12202,77.23
1087,Elijah Gilliam - 73621,Devine Redding - 45841,74.67
1088,Elijah Gilliam - 73621,Jordan Scarlett - 39258,72.26
1089,Elijah Gilliam - 73621,Mike Weber - 28011,70.23
1090,Nate Frazier - 191146,Isaih Pacheco - 83747,92.86
1091,Nate Frazier - 191146,John Kelly - 34761,80.74
1092,Nate Frazier - 191146,Lavon Coleman - 45861,78.79
1093,Nate Frazier - 191146,Tony Jones - 40498,78.7
1094,Nate Frazier - 191146,Michael Dyer - 10081,78.58
1095,Cameron Dickey - 184897,Tony Jones - 40498,89.57
1096,Cameron Dickey - 184897,Tre Madden - 11286,82.6
1097,Cameron Dickey - 184897,Gary Brightwell - 57133,78.22
1098,Cameron Dickey - 184897,Justin Henderson - 78560,77.42
1099,Cameron Dickey - 184897,Keith Marshall - 10876,75.87
1100,Jalen Washington - 184783,John Kelly - 34761,91.22
1101,Jalen Washington - 184783,Lavon Coleman - 45861,90.19
1102,Jalen Washington - 184783,Isaih Pacheco - 83747,82.93
1103,Jalen Washington - 184783,Brenden Knox - 57287,82.02
1104,Jalen Washington - 184783,Gary Brightwell - 57133,79.74
1105,Damien Taylor - 147252,Dominique Brown - 9936,77.22
1106,Damien Taylor - 147252,Kamryn Pettway - 45919,72.07
1107,Damien Taylor - 147252,Sewo Olonilua - 45767,58.39
1108,Damien Taylor - 147252,Andy Janovich - 10810,53.9
1109,Damien Taylor - 147252,Elijah Hood - 11997,52.58
1110,Jambres Dubar - 176209,Rakeem Boyd - 40492,83.98
1111,Jambres Dubar - 176209,Joe Williams - 11876,80.34
1112,Jambres Dubar - 176209,Larry Rountree - 57308,79.28
1113,Jambres Dubar - 176209,John Kelly - 34761,76.27
1114,Jambres Dubar - 176209,Brenden Knox - 57287,75.59
1115,Tate Carney - 157522,Ryquell Armstead - 45810,87.83
1116,Tate Carney - 157522,Tony Jones - 40498,84.7
1117,Tate Carney - 157522,Isaih Pacheco - 83747,81.18
1118,Tate Carney - 157522,Demario Richard - 27031,81.14
1119,Tate Carney - 157522,Shadrach Thornton - 18797,80.51
1120,Kye Robichaux - 145532,Tony Jones - 40498,95.02
1121,Kye Robichaux - 145532,Michael Dyer - 10081,85.33
1122,Kye Robichaux - 145532,Gary Brightwell - 57133,84.01
1123,Kye Robichaux - 145532,Justin Henderson - 78560,82.28
1124,Kye Robichaux - 145532,Keith Marshall - 10876,81.83
1125,Zylan Perry - 156734,Larry Rountree - 57308,83.95
1126,Zylan Perry - 156734,Lavon Coleman - 45861,81.39
1127,Zylan Perry - 156734,Mike Weber - 28011,79.41
1128,Zylan Perry - 156734,John Kelly - 34761,77.75
1129,Zylan Perry - 156734,Isaih Pacheco - 83747,75.73
1130,Alex Tecza - 162587,John Kelly - 34761,86.32
1131,Alex Tecza - 162587,Michael Dyer - 10081,85.43
1132,Alex Tecza - 162587,Gary Brightwell - 57133,82.48
1133,Alex Tecza - 162587,Tony Jones - 40498,81.24
1134,Alex Tecza - 162587,Justin Henderson - 78560,79.51
1135,Jaquez Moore - 143866,Isaih Pacheco - 83747,92.63
1136,Jaquez Moore - 143866,Lavon Coleman - 45861,89.65
1137,Jaquez Moore - 143866,John Kelly - 34761,87.06
1138,Jaquez Moore - 143866,Michael Dyer - 10081,77.93
1139,Jaquez Moore - 143866,Gary Brightwell - 57133,77.38
1140,Jerrick Gibson - 184509,Tony Jones - 40498,88.75
1141,Jerrick Gibson - 184509,Justin Henderson - 78560,86.35
1142,Jerrick Gibson - 184509,Isaih Pacheco - 83747,78.53
1143,Jerrick Gibson - 184509,Michael Dyer - 10081,77.29
1144,Jerrick Gibson - 184509,Ryquell Armstead - 45810,73.85
1145,Braylen Russell - 184393,Isaih Pacheco - 83747,90.0
1146,Braylen Russell - 184393,Tony Jones - 40498,83.27
1147,Braylen Russell - 184393,Justin Henderson - 78560,79.41
1148,Braylen Russell - 184393,Demario Richard - 27031,79.35
1149,Braylen Russell - 184393,Ryquell Armstead - 45810,78.39
1150,Peyton Lewis - 184885,Tony Jones - 40498,94.28
1151,Peyton Lewis - 184885,Keith Marshall - 10876,85.17
1152,Peyton Lewis - 184885,Justin Henderson - 78560,83.68
1153,Peyton Lewis - 184885,Ryquell Armstead - 45810,82.62
1154,Peyton Lewis - 184885,Snoop Conner - 99163,81.56
1155,Sevion Morrison - 129705,Tre Madden - 11286,79.66
1156,Sevion Morrison - 129705,Stevie Scott - 83680,77.28
1157,Sevion Morrison - 129705,Malcolm Brown - 9902,76.67
1158,Sevion Morrison - 129705,Tony Jones - 40498,76.21
1159,Sevion Morrison - 129705,Michael Warren - 55076,72.3
1160,Joseph Himon - 162843,Larry Rountree - 57308,74.87
1161,Joseph Himon - 162843,Wendell Smallwood - 10787,73.36
1162,Joseph Himon - 162843,Justin Davis - 12202,71.51
1163,Joseph Himon - 162843,Joe Williams - 11876,71.48
1164,Joseph Himon - 162843,Brian Herrien - 41129,69.85
1165,Anthony Hankerson - 157691,Isaih Pacheco - 83747,87.65
1166,Anthony Hankerson - 157691,Demario Richard - 27031,82.38
1167,Anthony Hankerson - 157691,Tony Jones - 40498,81.15
1168,Anthony Hankerson - 157691,Ryquell Armstead - 45810,80.45
1169,Anthony Hankerson - 157691,Justin Henderson - 78560,76.44
1170,Billy Lucas - 109083,Tony Jones - 40498,91.38
1171,Billy Lucas - 109083,Isaih Pacheco - 83747,90.33
1172,Billy Lucas - 109083,Justin Henderson - 78560,89.86
1173,Billy Lucas - 109083,Michael Dyer - 10081,85.21
1174,Billy Lucas - 109083,John Kelly - 34761,81.5
1175,Lexington Joseph - 97104,Larry Rountree - 57308,84.85
1176,Lexington Joseph - 97104,Mike Weber - 28011,83.02
1177,Lexington Joseph - 97104,Wendell Smallwood - 10787,82.08
1178,Lexington Joseph - 97104,Justin Davis - 12202,79.44
1179,Lexington Joseph - 97104,Joe Williams - 11876,74.53
1180,Kaleb Jackson - 172483,Isaih Pacheco - 83747,83.16
1181,Kaleb Jackson - 172483,John Kelly - 34761,82.66
1182,Kaleb Jackson - 172483,Lavon Coleman - 45861,79.95
1183,Kaleb Jackson - 172483,Larry Rountree - 57308,71.67
1184,Kaleb Jackson - 172483,Mike Weber - 28011,71.25
1185,Jamious Griffin - 97189,Rakeem Boyd - 40492,81.63
1186,Jamious Griffin - 97189,John Kelly - 34761,80.82
1187,Jamious Griffin - 97189,Brenden Knox - 57287,76.01
1188,Jamious Griffin - 97189,Larry Rountree - 57308,75.83
1189,Jamious Griffin - 97189,Israel Abanikanda - 122999,74.54
1190,Elijah Young - 124223,Braylon Heard - 10293,72.11
1191,Elijah Young - 124223,Salvon Ahmed - 57472,65.41
1192,Elijah Young - 124223,Devine Redding - 45841,62.59
1193,Elijah Young - 124223,Jawhar Jordan - 99595,58.28
1194,Elijah Young - 124223,Kyle Hicks - 45714,53.68
1195,Richard Young - 175877,Tra Carson - 11104,71.41
1196,Richard Young - 175877,Stevie Scott - 83680,70.2
1197,Richard Young - 175877,Michael Warren - 55076,67.6
1198,Richard Young - 175877,Tre Madden - 11286,65.09
1199,Richard Young - 175877,Malcolm Brown - 9902,62.5
1200,Delbert Mimms - 99609,John Kelly - 34761,85.96
1201,Delbert Mimms - 99609,Isaih Pacheco - 83747,84.53
1202,Delbert Mimms - 99609,Lavon Coleman - 45861,83.83
1203,Delbert Mimms - 99609,Gary Brightwell - 57133,82.56
1204,Delbert Mimms - 99609,Michael Dyer - 10081,82.09
1205,AlJay Henderson - 145676,Tony Jones - 40498,85.11
1206,AlJay Henderson - 145676,Justin Henderson - 78560,83.66
1207,AlJay Henderson - 145676,Ryquell Armstead - 45810,76.28
1208,AlJay Henderson - 145676,Isaih Pacheco - 83747,73.18
1209,AlJay Henderson - 145676,Malcolm Brown - 9902,70.37
1210,Cam Barfield - 162657,Isaih Pacheco - 83747,93.9
1211,Cam Barfield - 162657,John Kelly - 34761,76.78
1212,Cam Barfield - 162657,Lavon Coleman - 45861,75.86
1213,Cam Barfield - 162657,Tyrion DavisPrice - 99169,75.13
1214,Cam Barfield - 162657,Michael Dyer - 10081,70.01
1215,Stacy Sneed - 123680,Brian Herrien - 41129,78.06
1216,Stacy Sneed - 123680,Rakeem Boyd - 40492,77.84
1217,Stacy Sneed - 123680,Joe Williams - 11876,75.97
1218,Stacy Sneed - 123680,Larry Rountree - 57308,71.75
1219,Stacy Sneed - 123680,Rico Dowdle - 40693,69.8
1220,Cam Cook - 173133,Kelvin Taylor - 10845,82.79
1221,Cam Cook - 173133,Devine Redding - 45841,81.48
1222,Cam Cook - 173133,Jordan Scarlett - 39258,70.6
1223,Cam Cook - 173133,Scottie Phillips - 83711,65.84
1224,Cam Cook - 173133,Braylon Heard - 10293,62.11
1225,NaQuari Rogers - 160350,Chris Warren - 35977,65.03
1226,NaQuari Rogers - 160350,Joey Iosefa - 9664,48.38
1227,NaQuari Rogers - 160350,Dominique Brown - 9936,29.19
1228,NaQuari Rogers - 160350,Andy Janovich - 10810,27.59
1229,NaQuari Rogers - 160350,Kamryn Pettway - 45919,23.31
1230,Telly Johnson - 188420,Dominique Brown - 9936,66.51
1231,Telly Johnson - 188420,Kamryn Pettway - 45919,60.64
1232,Telly Johnson - 188420,Sewo Olonilua - 45767,49.76
1233,Telly Johnson - 188420,Andy Janovich - 10810,46.17
1234,Telly Johnson - 188420,Chris Warren - 35977,42.31
1235,Xavier Brown - 156371,Rakeem Boyd - 40492,80.84
1236,Xavier Brown - 156371,John Kelly - 34761,79.48
1237,Xavier Brown - 156371,Israel Abanikanda - 122999,74.8
1238,Xavier Brown - 156371,Brenden Knox - 57287,74.69
1239,Xavier Brown - 156371,Lavon Coleman - 45861,73.32
1240,Keith Adams - 156236,Isaih Pacheco - 83747,97.59
1241,Keith Adams - 156236,John Kelly - 34761,77.35
1242,Keith Adams - 156236,Lavon Coleman - 45861,77.23
1243,Keith Adams - 156236,Tyrion DavisPrice - 99169,74.44
1244,Keith Adams - 156236,Tony Jones - 40498,74.33
1245,Jordan Brunson - 123342,Rushel Shell - 12053,84.97
1246,Jordan Brunson - 123342,Tra Carson - 11104,77.13
1247,Jordan Brunson - 123342,Malcolm Brown - 9902,69.64
1248,Jordan Brunson - 123342,Michael Warren - 55076,69.42
1249,Jordan Brunson - 123342,Kamryn Pettway - 45919,68.76
1250,Joey Mattord - 175055,Rushel Shell - 12053,79.31
1251,Joey Mattord - 175055,Kenny Hilliard - 9668,74.48
1252,Joey Mattord - 175055,Peyton Barber - 10927,70.59
1253,Joey Mattord - 175055,DeVeon Smith - 45671,68.23
1254,Joey Mattord - 175055,Tra Carson - 11104,63.93
1255,LJ Johnson - 147003,Chris Warren - 35977,61.82
1256,LJ Johnson - 147003,Dominique Brown - 9936,52.77
1257,LJ Johnson - 147003,Joey Iosefa - 9664,51.11
1258,LJ Johnson - 147003,Kamryn Pettway - 45919,46.37
1259,LJ Johnson - 147003,Andy Janovich - 10810,45.63
1260,Quinton Cooley - 123380,Dominique Brown - 9936,71.93
1261,Quinton Cooley - 123380,Kamryn Pettway - 45919,67.76
1262,Quinton Cooley - 123380,Sewo Olonilua - 45767,47.56
1263,Quinton Cooley - 123380,Elijah Hood - 11997,41.63
1264,Quinton Cooley - 123380,Tra Carson - 11104,40.59
1265,Avery Morrow - 128240,Kamryn Pettway - 45919,67.88
1266,Avery Morrow - 128240,Dominique Brown - 9936,67.47
1267,Avery Morrow - 128240,Tra Carson - 11104,57.85
1268,Avery Morrow - 128240,Sewo Olonilua - 45767,55.53
1269,Avery Morrow - 128240,Rushel Shell - 12053,55.47
1270,Rahmir Johnson - 101655,Isaih Pacheco - 83747,91.04
1271,Rahmir Johnson - 101655,Tony Jones - 40498,79.22
1272,Rahmir Johnson - 101655,Justin Henderson - 78560,78.73
1273,Rahmir Johnson - 101655,John Kelly - 34761,74.52
1274,Rahmir Johnson - 101655,Michael Dyer - 10081,72.6
1275,Cartevious Norton - 157582,Dominique Brown - 9936,82.24
1276,Cartevious Norton - 157582,Kamryn Pettway - 45919,79.22
1277,Cartevious Norton - 157582,Rushel Shell - 12053,50.43
1278,Cartevious Norton - 157582,Tra Carson - 11104,49.7
1279,Cartevious Norton - 157582,Elijah Hood - 11997,48.98
1280,Anthony Tyus - 145037,John Kelly - 34761,77.82
1281,Anthony Tyus - 145037,Lavon Coleman - 45861,77.57
1282,Anthony Tyus - 145037,Isaih Pacheco - 83747,77.37
1283,Anthony Tyus - 145037,Larry Rountree - 57308,76.39
1284,Anthony Tyus - 145037,Tyrion DavisPrice - 99169,74.81
1285,Savion Red - 163857,John Kelly - 34761,78.33
1286,Savion Red - 163857,Isaih Pacheco - 83747,75.94
1287,Savion Red - 163857,Lavon Coleman - 45861,74.47
1288,Savion Red - 163857,Larry Rountree - 57308,71.72
1289,Savion Red - 163857,Rakeem Boyd - 40492,71.38
1290,Kedrick Reescano - 172525,Isaih Pacheco - 83747,95.21
1291,Kedrick Reescano - 172525,Lavon Coleman - 45861,83.12
1292,Kedrick Reescano - 172525,John Kelly - 34761,82.6
1293,Kedrick Reescano - 172525,Tony Jones - 40498,81.01
1294,Kedrick Reescano - 172525,Michael Dyer - 10081,78.19
1295,Branson Robinson - 163749,Tony Jones - 40498,77.12
1296,Branson Robinson - 163749,Rushel Shell - 12053,74.08
1297,Branson Robinson - 163749,Ryquell Armstead - 45810,72.11
1298,Branson Robinson - 163749,Justin Henderson - 78560,71.43
1299,Branson Robinson - 163749,Malcolm Brown - 9902,69.76
1300,Emmett Johnson - 156473,Isaih Pacheco - 83747,83.62
1301,Emmett Johnson - 156473,John Kelly - 34761,82.36
1302,Emmett Johnson - 156473,Lavon Coleman - 45861,79.88
1303,Emmett Johnson - 156473,Larry Rountree - 57308,73.6
1304,Emmett Johnson - 156473,Tyrion DavisPrice - 99169,71.98
1305,Brandon Chatman - 162541,Devine Redding - 45841,77.72
1306,Brandon Chatman - 162541,Wendell Smallwood - 10787,70.02
1307,Brandon Chatman - 162541,Jordan Scarlett - 39258,69.55
1308,Brandon Chatman - 162541,Justin Davis - 12202,68.69
1309,Brandon Chatman - 162541,Kelvin Taylor - 10845,67.42
1310,DeCarlos Brooks - 70933,Isaih Pacheco - 83747,94.11
1311,DeCarlos Brooks - 70933,Tyrion DavisPrice - 99169,78.87
1312,DeCarlos Brooks - 70933,Lavon Coleman - 45861,78.56
1313,DeCarlos Brooks - 70933,John Kelly - 34761,77.64
1314,DeCarlos Brooks - 70933,Tony Jones - 40498,70.14
1315,Salahadin Allah - 191210,Tony Jones - 40498,91.43
1316,Salahadin Allah - 191210,Isaih Pacheco - 83747,86.06
1317,Salahadin Allah - 191210,Justin Henderson - 78560,79.03
1318,Salahadin Allah - 191210,Keith Marshall - 10876,76.42
1319,Salahadin Allah - 191210,Michael Dyer - 10081,72.52
1320,Deion Brown - 175046,Tony Jones - 40498,88.31
1321,Deion Brown - 175046,Justin Henderson - 78560,77.96
1322,Deion Brown - 175046,Michael Dyer - 10081,73.17
1323,Deion Brown - 175046,Gary Brightwell - 57133,72.94
1324,Deion Brown - 175046,Tre Madden - 11286,70.99
1325,Zuberi Mobley - 145187,Isaih Pacheco - 83747,90.75
1326,Zuberi Mobley - 145187,John Kelly - 34761,85.71
1327,Zuberi Mobley - 145187,Michael Dyer - 10081,79.12
1328,Zuberi Mobley - 145187,Tony Jones - 40498,78.55
1329,Zuberi Mobley - 145187,Lavon Coleman - 45861,76.94
1330,Jevon Jackson - 149110,Kelvin Taylor - 10845,73.08
1331,Jevon Jackson - 149110,Tyrion DavisPrice - 99169,70.38
1332,Jevon Jackson - 149110,Devine Redding - 45841,67.76
1333,Jevon Jackson - 149110,Jordan Scarlett - 39258,67.35
1334,Jevon Jackson - 149110,Wendell Smallwood - 10787,63.8
1335,Bill Jackson - 144448,Isaih Pacheco - 83747,89.21
