,ID.x,ID.y,similarity
445,Deion Hankins - 97310,Hassan Haskins - 83701,91.44
446,Deion Hankins - 97310,Kalen Ballage - 45741,85.58
447,Deion Hankins - 97310,Elijah Hood - 11997,84.95
448,Deion Hankins - 97310,Stevie Scott - 83680,68.04
449,Deion Hankins - 97310,Braelon Allen - 145159,65.67
450,Tre Wisner - 176190,DeWayne McBride - 121495,86.52
451,Tre Wisner - 176190,Cameron ArtisPayne - 9607,85.54
452,Tre Wisner - 176190,Dare Ogunbowale - 12329,82.26
453,Tre Wisner - 176190,Eric Gray - 99143,78.96
454,Tre Wisner - 176190,Kenyan Drake - 10707,78.91
455,Pat Garwo - 97120,Dare Ogunbowale - 12329,88.24
456,Pat Garwo - 97120,Larry Rountree - 57308,85.22
457,Pat Garwo - 97120,Brenden Knox - 57287,81.24
458,Pat Garwo - 97120,Jeff Wilson - 29413,80.1
459,Pat Garwo - 97120,Mike Weber - 28011,78.51
460,Lincoln Pare - 121537,Bryce Love - 38396,82.86
461,Lincoln Pare - 121537,Trayveon Williams - 45775,79.58
462,Lincoln Pare - 121537,Kyle Hicks - 45714,79.12
463,Lincoln Pare - 121537,Rasheen Ali - 121717,78.75
464,Lincoln Pare - 121537,Darrynton Evans - 40692,77.56
465,Keyjuan Brown - 174695,Dare Ogunbowale - 12329,88.47
466,Keyjuan Brown - 174695,Cam Akers - 57206,87.47
467,Keyjuan Brown - 174695,Damien Harris - 35134,86.2
468,Keyjuan Brown - 174695,Javon Leake - 57288,84.8
469,Keyjuan Brown - 174695,Kendre Miller - 123091,84.49
470,Kaelon Black - 138448,Rasheen Ali - 121717,87.82
471,Kaelon Black - 138448,Jermar Jefferson - 83740,84.68
472,Kaelon Black - 138448,Trayveon Williams - 45775,84.56
473,Kaelon Black - 138448,DeWayne McBride - 121495,83.27
474,Kaelon Black - 138448,Jeff Wilson - 29413,82.73
475,Antario Brown - 145868,LaMical Perine - 26408,95.52
476,Antario Brown - 145868,DeeJay Dallas - 55632,85.91
477,Antario Brown - 145868,Dare Ogunbowale - 12329,78.03
478,Antario Brown - 145868,Dameon Pierce - 83659,77.95
479,Antario Brown - 145868,Shadrach Thornton - 18797,74.46
480,Jaydn Ott - 158325,Rasheen Ali - 121717,88.38
481,Jaydn Ott - 158325,Eric Gray - 99143,86.26
482,Jaydn Ott - 158325,Trayveon Williams - 45775,85.15
483,Jaydn Ott - 158325,DeWayne McBride - 121495,82.61
484,Jaydn Ott - 158325,Jermar Jefferson - 83740,82.15
485,Phil Mafah - 144123,Elijah Hood - 11997,90.12
486,Phil Mafah - 144123,Andy Janovich - 10810,79.93
487,Phil Mafah - 144123,Braelon Allen - 145159,73.39
488,Phil Mafah - 144123,Dominique Brown - 9936,72.74
489,Phil Mafah - 144123,Hassan Haskins - 83701,69.32
490,Jalen White - 122464,Rasheen Ali - 121717,93.8
491,Jalen White - 122464,Jermar Jefferson - 83740,92.36
492,Jalen White - 122464,Will Shipley - 144138,90.2
493,Jalen White - 122464,Trayveon Williams - 45775,85.8
494,Jalen White - 122464,Jeff Wilson - 29413,83.47
495,Rahjai Harris - 123814,Andy Janovich - 10810,83.08
496,Rahjai Harris - 123814,Elijah Hood - 11997,82.13
497,Rahjai Harris - 123814,Braelon Allen - 145159,77.16
498,Rahjai Harris - 123814,Hassan Haskins - 83701,65.99
499,Rahjai Harris - 123814,Sewo Olonilua - 45767,65.45
500,Cade Yacamelli - 158712,Patrick Taylor - 40448,86.41
501,Cade Yacamelli - 158712,Brenden Knox - 57287,84.85
502,Cade Yacamelli - 158712,Cam Akers - 57206,84.83
503,Cade Yacamelli - 158712,Damien Harris - 35134,83.64
504,Cade Yacamelli - 158712,Gary Brightwell - 57133,82.9
505,JaKobi Jackson - 174248,Dare Ogunbowale - 12329,91.95
506,JaKobi Jackson - 174248,Javon Leake - 57288,84.16
507,JaKobi Jackson - 174248,Damien Harris - 35134,83.02
508,JaKobi Jackson - 174248,Cam Akers - 57206,82.96
509,JaKobi Jackson - 174248,Brenden Knox - 57287,82.9
510,Jordan James - 163295,Eric Gray - 99143,84.56
511,Jordan James - 163295,Trayveon Williams - 45775,77.11
512,Jordan James - 163295,Kyle Hicks - 45714,73.78
513,Jordan James - 163295,Wendell Smallwood - 10787,73.71
514,Jordan James - 163295,Rasheen Ali - 121717,72.85
515,Demie SumoKarngbaye - 144006,Jermar Jefferson - 83740,93.01
516,Demie SumoKarngbaye - 144006,Rasheen Ali - 121717,91.31
517,Demie SumoKarngbaye - 144006,Will Shipley - 144138,88.49
518,Demie SumoKarngbaye - 144006,Jeff Wilson - 29413,85.43
519,Demie SumoKarngbaye - 144006,Kyle Hicks - 45714,84.79
520,Brandon Thomas - 121788,Dare Ogunbowale - 12329,94.82
521,Brandon Thomas - 121788,Mike Weber - 28011,89.47
522,Brandon Thomas - 121788,Larry Rountree - 57308,81.89
523,Brandon Thomas - 121788,LaMical Perine - 26408,79.93
524,Brandon Thomas - 121788,Brenden Knox - 57287,78.78
525,Terrez Worthy - 190679,Keaontay Ingram - 77761,93.65
526,Terrez Worthy - 190679,Tre Madden - 11286,83.65
527,Terrez Worthy - 190679,Brandon Wilds - 11057,80.45
528,Terrez Worthy - 190679,MarShawn Lloyd - 124247,78.42
529,Terrez Worthy - 190679,Jahwan Edwards - 10128,77.24
530,Oscar Adaway - 100835,Hassan Haskins - 83701,87.28
531,Oscar Adaway - 100835,Elijah Hood - 11997,85.03
532,Oscar Adaway - 100835,Tra Carson - 11104,78.44
533,Oscar Adaway - 100835,Qadree Ollison - 45934,76.6
534,Oscar Adaway - 100835,Stevie Scott - 83680,75.56
535,Jordan Houston - 99592,Dare Ogunbowale - 12329,94.4
536,Jordan Houston - 99592,Larry Rountree - 57308,87.39
537,Jordan Houston - 99592,Mike Weber - 28011,86.72
538,Jordan Houston - 99592,Brenden Knox - 57287,82.6
539,Jordan Houston - 99592,Jeff Wilson - 29413,81.43
540,Devin Mockobee - 145111,Jeff Wilson - 29413,97.98
541,Devin Mockobee - 145111,Jermar Jefferson - 83740,80.95
542,Devin Mockobee - 145111,Darius Anderson - 45958,80.74
543,Devin Mockobee - 145111,Will Shipley - 144138,79.83
544,Devin Mockobee - 145111,Joe Williams - 11876,78.72
545,Marcus Major - 99488,Mike Weber - 28011,87.08
546,Marcus Major - 99488,Wendell Smallwood - 10787,86.19
547,Marcus Major - 99488,Dare Ogunbowale - 12329,81.81
548,Marcus Major - 99488,Larry Rountree - 57308,81.27
549,Marcus Major - 99488,Eric Gray - 99143,80.08
550,NayQuan Wright - 98803,Benny Snell - 45954,84.34
551,NayQuan Wright - 98803,Stevie Scott - 83680,82.74
552,NayQuan Wright - 98803,Tre Madden - 11286,80.73
553,NayQuan Wright - 98803,Snoop Conner - 99163,76.5
554,NayQuan Wright - 98803,Malcolm Brown - 9902,76.37
555,Jaden Nixon - 144652,Trayveon Williams - 45775,83.62
556,Jaden Nixon - 144652,Rasheen Ali - 121717,82.89
557,Jaden Nixon - 144652,Wendell Smallwood - 10787,82.6
558,Jaden Nixon - 144652,Eric Gray - 99143,82.25
559,Jaden Nixon - 144652,Dare Ogunbowale - 12329,81.33
560,Johnny Richardson - 123760,Rasheen Ali - 121717,87.05
561,Johnny Richardson - 123760,Kyle Hicks - 45714,81.88
562,Johnny Richardson - 123760,Trayveon Williams - 45775,81.61
563,Johnny Richardson - 123760,Will Shipley - 144138,77.73
564,Johnny Richardson - 123760,Jermar Jefferson - 83740,77.35
565,Harrison Waylee - 130584,Sewo Olonilua - 45767,92.42
566,Harrison Waylee - 130584,Elijah Hood - 11997,74.61
567,Harrison Waylee - 130584,Kalen Ballage - 45741,70.39
568,Harrison Waylee - 130584,Hassan Haskins - 83701,66.06
569,Harrison Waylee - 130584,Dominique Brown - 9936,65.88
570,Robert Henry - 174094,Eric Gray - 99143,87.44
571,Robert Henry - 174094,Wendell Smallwood - 10787,86.43
572,Robert Henry - 174094,Mike Weber - 28011,84.43
573,Robert Henry - 174094,Dare Ogunbowale - 12329,77.99
574,Robert Henry - 174094,Trayveon Williams - 45775,76.15
575,Brandon High - 174095,Chris Warren - 35977,72.39
576,Brandon High - 174095,Andy Janovich - 10810,65.86
577,Brandon High - 174095,Joey Iosefa - 9664,52.07
578,Brandon High - 174095,Jarvion Franklin - 30845,44.67
579,Brandon High - 174095,Dominique Brown - 9936,41.02
580,Floyd Chalk - 167095,Keaontay Ingram - 77761,88.45
581,Floyd Chalk - 167095,MarShawn Lloyd - 124247,82.19
582,Floyd Chalk - 167095,Tre Madden - 11286,81.97
583,Floyd Chalk - 167095,Gary Brightwell - 57133,79.9
584,Floyd Chalk - 167095,Brandon Wilds - 11057,79.4
585,LeVeon Moss - 158664,Brenden Knox - 57287,94.09
586,LeVeon Moss - 158664,Israel Abanikanda - 122999,91.11
587,LeVeon Moss - 158664,Javon Leake - 57288,89.4
588,LeVeon Moss - 158664,Damien Harris - 35134,87.27
589,LeVeon Moss - 158664,Patrick Taylor - 40448,84.94
590,Bryson Donelson - 191080,Mike Weber - 28011,95.22
591,Bryson Donelson - 191080,Wendell Smallwood - 10787,86.17
592,Bryson Donelson - 191080,Dare Ogunbowale - 12329,85.8
593,Bryson Donelson - 191080,Larry Rountree - 57308,81.24
594,Bryson Donelson - 191080,Cameron ArtisPayne - 9607,76.42
595,EJ Smith - 131782,Wendell Smallwood - 10787,94.93
596,EJ Smith - 131782,Rasheen Ali - 121717,87.78
597,EJ Smith - 131782,Justin Davis - 12202,87.75
598,EJ Smith - 131782,Trayveon Williams - 45775,81.6
599,EJ Smith - 131782,Mike Weber - 28011,80.46
600,Derrick McFall - 183252,Dare Ogunbowale - 12329,91.81
601,Derrick McFall - 183252,LaMical Perine - 26408,86.77
602,Derrick McFall - 183252,Mike Weber - 28011,85.1
603,Derrick McFall - 183252,DeeJay Dallas - 55632,84.35
604,Derrick McFall - 183252,Lavon Coleman - 45861,81.63
605,Kylin James - 150195,Damien Harris - 35134,91.16
606,Kylin James - 150195,Israel Abanikanda - 122999,88.14
607,Kylin James - 150195,Cam Akers - 57206,87.54
608,Kylin James - 150195,Brenden Knox - 57287,86.91
609,Kylin James - 150195,DeeJay Dallas - 55632,85.55
610,Chez Mellusi - 99597,Tre Madden - 11286,86.16
611,Chez Mellusi - 99597,Keith Marshall - 10876,83.47
612,Chez Mellusi - 99597,Gary Brightwell - 57133,79.83
613,Chez Mellusi - 99597,Snoop Conner - 99163,79.48
614,Chez Mellusi - 99597,Malcolm Brown - 9902,79.09
615,Jamal Haynes - 143918,Wendell Smallwood - 10787,86.57
616,Jamal Haynes - 143918,Mike Weber - 28011,80.49
617,Jamal Haynes - 143918,Trestan Ebner - 57159,80.27
618,Jamal Haynes - 143918,Eric Gray - 99143,77.38
619,Jamal Haynes - 143918,Anthony McFarland - 57289,77.19
620,George Pettaway - 156351,Mike Weber - 28011,91.66
621,George Pettaway - 156351,Dare Ogunbowale - 12329,88.41
622,George Pettaway - 156351,Wendell Smallwood - 10787,86.96
623,George Pettaway - 156351,Larry Rountree - 57308,82.64
624,George Pettaway - 156351,Cameron ArtisPayne - 9607,78.77
625,Viron Ellison - 190723,Kyle Hicks - 45714,87.03
626,Viron Ellison - 190723,Justin Crawford - 29310,75.43
627,Viron Ellison - 190723,Rasheen Ali - 121717,74.48
628,Viron Ellison - 190723,Trayveon Williams - 45775,74.11
629,Viron Ellison - 190723,Eric Gray - 99143,72.11
630,Johnnie Daniels - 184755,Trestan Ebner - 57159,84.92
631,Johnnie Daniels - 184755,Anthony McFarland - 57289,82.99
632,Johnnie Daniels - 184755,Jordan Scarlett - 39258,80.08
633,Johnnie Daniels - 184755,Wendell Smallwood - 10787,79.54
634,Johnnie Daniels - 184755,Mike Weber - 28011,78.71
635,Jordan Lyle - 189441,Stevie Scott - 83680,82.86
636,Jordan Lyle - 189441,Tre Madden - 11286,82.37
637,Jordan Lyle - 189441,Keaontay Ingram - 77761,77.2
638,Jordan Lyle - 189441,Kalen Ballage - 45741,74.46
639,Jordan Lyle - 189441,Malcolm Brown - 9902,70.95
640,Mel Brown - 169178,Dare Ogunbowale - 12329,96.28
641,Mel Brown - 169178,Mike Weber - 28011,88.69
642,Mel Brown - 169178,Brenden Knox - 57287,84.71
643,Mel Brown - 169178,Larry Rountree - 57308,82.91
644,Mel Brown - 169178,Damien Harris - 35134,82.84
645,Rodney Hill - 156290,Larry Rountree - 57308,92.5
646,Rodney Hill - 156290,Brenden Knox - 57287,88.48
647,Rodney Hill - 156290,Dare Ogunbowale - 12329,86.68
648,Rodney Hill - 156290,Mike Weber - 28011,85.1
649,Rodney Hill - 156290,Israel Abanikanda - 122999,81.32
650,Myles Montgomery - 144232,DeeJay Dallas - 55632,92.05
651,Myles Montgomery - 144232,Roschon Johnson - 99467,86.54
652,Myles Montgomery - 144232,Gary Brightwell - 57133,86.37
653,Myles Montgomery - 144232,Keith Marshall - 10876,83.36
654,Myles Montgomery - 144232,Keaontay Ingram - 77761,82.59
655,Justice Ellison - 123383,DeeJay Dallas - 55632,86.54
656,Justice Ellison - 123383,LaMical Perine - 26408,83.78
657,Justice Ellison - 123383,Shadrach Thornton - 18797,82.44
658,Justice Ellison - 123383,Mike Weber - 28011,81.76
659,Justice Ellison - 123383,Dare Ogunbowale - 12329,81.53
660,Kyle Monangai - 129891,Mike Weber - 28011,87.54
661,Kyle Monangai - 129891,Terrence Magee - 9864,82.4
662,Kyle Monangai - 129891,Dare Ogunbowale - 12329,79.26
663,Kyle Monangai - 129891,Wendell Smallwood - 10787,76.47
664,Kyle Monangai - 129891,Cameron ArtisPayne - 9607,75.99
665,Mark Fletcher - 175374,Dare Ogunbowale - 12329,91.09
666,Mark Fletcher - 175374,Mike Weber - 28011,89.57
667,Mark Fletcher - 175374,Larry Rountree - 57308,88.73
668,Mark Fletcher - 175374,Brenden Knox - 57287,82.28
669,Mark Fletcher - 175374,Wendell Smallwood - 10787,81.38
670,Kalel Mullings - 129590,Stevie Scott - 83680,91.71
671,Kalel Mullings - 129590,Hassan Haskins - 83701,87.04
672,Kalel Mullings - 129590,Tre Madden - 11286,83.31
673,Kalel Mullings - 129590,Tra Carson - 11104,82.81
674,Kalel Mullings - 129590,Malcolm Brown - 9902,81.56
675,Kiefer Sibley - 183481,Larry Rountree - 57308,92.02
676,Kiefer Sibley - 183481,Wendell Smallwood - 10787,88.11
677,Kiefer Sibley - 183481,Joe Williams - 11876,84.29
678,Kiefer Sibley - 183481,Justin Davis - 12202,83.84
679,Kiefer Sibley - 183481,Mike Weber - 28011,83.5
680,Anthony Watkins - 99165,Kyle Hicks - 45714,92.73
681,Anthony Watkins - 99165,Jermar Jefferson - 83740,82.0
682,Anthony Watkins - 99165,Darrynton Evans - 40692,81.07
683,Anthony Watkins - 99165,Rasheen Ali - 121717,80.97
684,Anthony Watkins - 99165,Wendell Smallwood - 10787,76.66
685,KayRon Adams - 101643,Brenden Knox - 57287,90.27
686,KayRon Adams - 101643,Damien Harris - 35134,89.3
687,KayRon Adams - 101643,DeeJay Dallas - 55632,88.79
688,KayRon Adams - 101643,LaMical Perine - 26408,86.27
689,KayRon Adams - 101643,Dare Ogunbowale - 12329,85.52
690,Jekail Middlebrook - 170487,Kyle Hicks - 45714,93.88
691,Jekail Middlebrook - 170487,Rasheen Ali - 121717,84.61
692,Jekail Middlebrook - 170487,Wendell Smallwood - 10787,84.11
693,Jekail Middlebrook - 170487,Jermar Jefferson - 83740,81.7
694,Jekail Middlebrook - 170487,Trayveon Williams - 45775,78.45
695,Wayshawn Parker - 184224,Mike Weber - 28011,80.94
696,Wayshawn Parker - 184224,Shadrach Thornton - 18797,79.67
697,Wayshawn Parker - 184224,Lavon Coleman - 45861,78.26
698,Wayshawn Parker - 184224,Terrence Magee - 9864,73.42
699,Wayshawn Parker - 184224,DeeJay Dallas - 55632,72.66
700,Davon Booth - 174754,Javon Leake - 57288,92.14
701,Davon Booth - 174754,Brenden Knox - 57287,87.44
702,Davon Booth - 174754,Patrick Taylor - 40448,84.83
703,Davon Booth - 174754,Israel Abanikanda - 122999,83.0
704,Davon Booth - 174754,Gary Brightwell - 57133,81.58
705,Peny Boone - 129498,Larry Rountree - 57308,95.17
706,Peny Boone - 129498,Mike Weber - 28011,92.18
707,Peny Boone - 129498,Dare Ogunbowale - 12329,85.48
708,Peny Boone - 129498,Brenden Knox - 57287,83.98
709,Peny Boone - 129498,Wendell Smallwood - 10787,82.42
710,Devonte Lyons - 189778,Mike Weber - 28011,92.93
711,Devonte Lyons - 189778,Dare Ogunbowale - 12329,92.75
712,Devonte Lyons - 189778,Larry Rountree - 57308,86.65
713,Devonte Lyons - 189778,Brenden Knox - 57287,83.53
714,Devonte Lyons - 189778,Lavon Coleman - 45861,82.54
715,Raheim Sanders - 146626,Damien Harris - 35134,91.88
716,Raheim Sanders - 146626,Israel Abanikanda - 122999,88.67
717,Raheim Sanders - 146626,Brenden Knox - 57287,88.46
718,Raheim Sanders - 146626,Gary Brightwell - 57133,84.33
719,Raheim Sanders - 146626,Patrick Taylor - 40448,83.22
720,Ahmani Marshall - 123391,Sewo Olonilua - 45767,83.74
721,Ahmani Marshall - 123391,Dominique Brown - 9936,66.89
722,Ahmani Marshall - 123391,Andy Janovich - 10810,65.74
723,Ahmani Marshall - 123391,Elijah Hood - 11997,64.8
724,Ahmani Marshall - 123391,Kamryn Pettway - 45919,61.34
725,Aidan Laughery - 158212,Shadrach Thornton - 18797,91.66
726,Aidan Laughery - 158212,DeeJay Dallas - 55632,85.46
727,Aidan Laughery - 158212,Lavon Coleman - 45861,81.05
728,Aidan Laughery - 158212,LaMical Perine - 26408,79.71
729,Aidan Laughery - 158212,Keith Marshall - 10876,77.36
730,Carson Hansen - 174669,Jordan Scarlett - 39258,84.24
731,Carson Hansen - 174669,Wendell Smallwood - 10787,79.89
732,Carson Hansen - 174669,Trestan Ebner - 57159,79.09
733,Carson Hansen - 174669,Scottie Phillips - 83711,78.29
734,Carson Hansen - 174669,Mike Weber - 28011,75.24
735,Elijah Davis - 176332,Larry Rountree - 57308,90.96
736,Elijah Davis - 176332,Mike Weber - 28011,84.5
737,Elijah Davis - 176332,Dare Ogunbowale - 12329,82.31
738,Elijah Davis - 176332,Wendell Smallwood - 10787,80.82
739,Elijah Davis - 176332,Brenden Knox - 57287,80.73
740,LJ Martin - 175035,Mike Weber - 28011,98.36
741,LJ Martin - 175035,Wendell Smallwood - 10787,83.53
742,LJ Martin - 175035,Larry Rountree - 57308,83.06
743,LJ Martin - 175035,Dare Ogunbowale - 12329,82.64
744,LJ Martin - 175035,Lavon Coleman - 45861,80.02
745,Kobe Pace - 122155,Lavon Coleman - 45861,88.39
746,Kobe Pace - 122155,Larry Rountree - 57308,85.77
747,Kobe Pace - 122155,Mike Weber - 28011,85.58
748,Kobe Pace - 122155,Brenden Knox - 57287,82.88
749,Kobe Pace - 122155,John Kelly - 34761,82.67
750,Greg Burrell - 184204,Mike Weber - 28011,91.18
751,Greg Burrell - 184204,Wendell Smallwood - 10787,89.46
752,Greg Burrell - 184204,Larry Rountree - 57308,89.06
753,Greg Burrell - 184204,Dare Ogunbowale - 12329,82.22
754,Greg Burrell - 184204,Justin Davis - 12202,79.98
755,Davion Gause - 183328,Mike Weber - 28011,92.24
756,Davion Gause - 183328,Lavon Coleman - 45861,88.73
757,Davion Gause - 183328,Dare Ogunbowale - 12329,84.36
758,Davion Gause - 183328,DeeJay Dallas - 55632,82.75
759,Davion Gause - 183328,Larry Rountree - 57308,80.21
760,Elijah Green - 122836,Alexander Mattison - 45817,88.74
761,Elijah Green - 122836,Kevin Harris - 99141,79.19
762,Elijah Green - 122836,Javon Leake - 57288,78.64
763,Elijah Green - 122836,Jase McClellan - 123926,77.8
764,Elijah Green - 122836,Patrick Taylor - 40448,77.01
765,Josh Williams - 99171,Kyle Hicks - 45714,88.93
766,Josh Williams - 99171,Wendell Smallwood - 10787,86.7
767,Josh Williams - 99171,Justin Davis - 12202,80.3
768,Josh Williams - 99171,Rasheen Ali - 121717,79.53
769,Josh Williams - 99171,Jermar Jefferson - 83740,76.35
770,Ulysses Bentley - 97200,Salvon Ahmed - 57472,74.21
771,Ulysses Bentley - 97200,Trestan Ebner - 57159,69.57
772,Ulysses Bentley - 97200,Justin Crawford - 29310,68.44
773,Ulysses Bentley - 97200,Devine Redding - 45841,68.14
774,Ulysses Bentley - 97200,Braylon Heard - 10293,63.85
775,Dylan Edwards - 171893,Brenden Knox - 57287,91.58
776,Dylan Edwards - 171893,Israel Abanikanda - 122999,87.73
777,Dylan Edwards - 171893,John Kelly - 34761,84.75
778,Dylan Edwards - 171893,Rakeem Boyd - 40492,84.46
779,Dylan Edwards - 171893,Larry Rountree - 57308,83.21
780,Nathan Carter - 147376,Larry Rountree - 57308,85.79
781,Nathan Carter - 147376,Joe Williams - 11876,84.29
782,Nathan Carter - 147376,Justin Davis - 12202,81.6
783,Nathan Carter - 147376,Wendell Smallwood - 10787,80.51
784,Nathan Carter - 147376,Brian Herrien - 41129,75.61
785,Michael Benefield - 109080,Chris Warren - 35977,67.64
786,Michael Benefield - 109080,Joey Iosefa - 9664,65.01
787,Michael Benefield - 109080,Andy Janovich - 10810,52.84
788,Michael Benefield - 109080,Dominique Brown - 9936,45.58
789,Michael Benefield - 109080,Jarvion Franklin - 30845,43.27
790,Montrell Johnson - 147141,Larry Rountree - 57308,93.69
791,Montrell Johnson - 147141,Brenden Knox - 57287,87.59
792,Montrell Johnson - 147141,Rakeem Boyd - 40492,86.75
793,Montrell Johnson - 147141,Joe Williams - 11876,86.35
794,Montrell Johnson - 147141,Israel Abanikanda - 122999,79.81
795,AJ Newberry - 172623,Jahwan Edwards - 10128,87.59
796,AJ Newberry - 172623,Brandon Wilds - 11057,84.05
797,AJ Newberry - 172623,MarShawn Lloyd - 124247,82.85
798,AJ Newberry - 172623,Shadrach Thornton - 18797,81.66
799,AJ Newberry - 172623,DeeJay Dallas - 55632,79.38
800,Devin Roche - 172294,Gary Brightwell - 57133,100.0
801,Devin Roche - 172294,DeeJay Dallas - 55632,87.55
802,Devin Roche - 172294,Michael Dyer - 10081,87.32
803,Devin Roche - 172294,Israel Abanikanda - 122999,86.14
804,Devin Roche - 172294,Brenden Knox - 57287,84.56
805,JKoby Williams - 191359,Mike Weber - 28011,86.78
806,JKoby Williams - 191359,Lavon Coleman - 45861,82.21
807,JKoby Williams - 191359,Shadrach Thornton - 18797,76.97
808,JKoby Williams - 191359,Larry Rountree - 57308,75.86
809,JKoby Williams - 191359,Dare Ogunbowale - 12329,75.69
810,Jadan Baugh - 184417,Jahwan Edwards - 10128,90.77
811,Jadan Baugh - 184417,Gary Brightwell - 57133,89.48
812,Jadan Baugh - 184417,MarShawn Lloyd - 124247,88.8
813,Jadan Baugh - 184417,DeeJay Dallas - 55632,86.67
814,Jadan Baugh - 184417,Brandon Wilds - 11057,86.13
815,Durell Robinson - 172220,Wendell Smallwood - 10787,86.31
816,Durell Robinson - 172220,Justin Davis - 12202,81.14
817,Durell Robinson - 172220,Kyle Hicks - 45714,80.82
818,Durell Robinson - 172220,Larry Rountree - 57308,75.81
819,Durell Robinson - 172220,Rasheen Ali - 121717,72.14
820,Jalen Buckley - 163158,Joe Williams - 11876,90.81
821,Jalen Buckley - 163158,Larry Rountree - 57308,87.65
822,Jalen Buckley - 163158,Rakeem Boyd - 40492,87.63
823,Jalen Buckley - 163158,Rico Dowdle - 40693,81.62
824,Jalen Buckley - 163158,Brenden Knox - 57287,78.66
825,JaiDen Thomas - 174080,John Kelly - 34761,95.8
826,JaiDen Thomas - 174080,Gary Brightwell - 57133,94.01
827,JaiDen Thomas - 174080,Brenden Knox - 57287,90.95
828,JaiDen Thomas - 174080,Michael Dyer - 10081,90.71
829,JaiDen Thomas - 174080,Lavon Coleman - 45861,90.64
830,TJ Harden - 162457,Eric Gray - 99143,85.6
831,TJ Harden - 162457,Kyle Hicks - 45714,84.68
832,TJ Harden - 162457,Wendell Smallwood - 10787,84.17
833,TJ Harden - 162457,Rasheen Ali - 121717,84.02
834,TJ Harden - 162457,Jermar Jefferson - 83740,78.79
835,DeSean Bishop - 174717,Mike Weber - 28011,93.42
836,DeSean Bishop - 174717,Larry Rountree - 57308,82.97
837,DeSean Bishop - 174717,Wendell Smallwood - 10787,82.85
838,DeSean Bishop - 174717,Lavon Coleman - 45861,81.29
839,DeSean Bishop - 174717,Justin Davis - 12202,80.43
840,Bryce Duke - 157656,Wendell Smallwood - 10787,83.84
841,Bryce Duke - 157656,Justin Davis - 12202,77.25
842,Bryce Duke - 157656,Devine Redding - 45841,74.85
843,Bryce Duke - 157656,Jordan Scarlett - 39258,73.57
844,Bryce Duke - 157656,Kyle Hicks - 45714,73.36
845,ReShaun Sanford - 173055,Mike Weber - 28011,84.36
846,ReShaun Sanford - 173055,Larry Rountree - 57308,82.84
847,ReShaun Sanford - 173055,Lavon Coleman - 45861,82.77
848,ReShaun Sanford - 173055,John Kelly - 34761,79.14
849,ReShaun Sanford - 173055,Brenden Knox - 57287,76.03
850,Kaytron Allen - 164158,Gary Brightwell - 57133,89.61
851,Kaytron Allen - 164158,Tony Jones - 40498,88.49
852,Kaytron Allen - 164158,Keith Marshall - 10876,87.84
853,Kaytron Allen - 164158,Michael Dyer - 10081,85.97
854,Kaytron Allen - 164158,Tre Madden - 11286,85.63
855,Jeremiah Cobb - 172443,Gary Brightwell - 57133,98.83
856,Jeremiah Cobb - 172443,Michael Dyer - 10081,87.88
857,Jeremiah Cobb - 172443,John Kelly - 34761,82.94
858,Jeremiah Cobb - 172443,Tony Jones - 40498,82.38
859,Jeremiah Cobb - 172443,Keith Marshall - 10876,81.99
860,JaQuez Cross - 145108,Wendell Smallwood - 10787,86.65
861,JaQuez Cross - 145108,Kyle Hicks - 45714,85.45
862,JaQuez Cross - 145108,Rasheen Ali - 121717,79.09
863,JaQuez Cross - 145108,Justin Davis - 12202,78.58
864,JaQuez Cross - 145108,Trayveon Williams - 45775,78.58
865,Justin Marshall - 173460,Larry Rountree - 57308,90.9
866,Justin Marshall - 173460,John Kelly - 34761,86.47
867,Justin Marshall - 173460,Brenden Knox - 57287,85.72
868,Justin Marshall - 173460,Lavon Coleman - 45861,84.88
869,Justin Marshall - 173460,Mike Weber - 28011,81.02
870,Drelyn Washington - 147143,Kyle Hicks - 45714,80.32
871,Drelyn Washington - 147143,Salvon Ahmed - 57472,73.79
872,Drelyn Washington - 147143,Justin Crawford - 29310,71.86
873,Drelyn Washington - 147143,Darrynton Evans - 40692,68.01
874,Drelyn Washington - 147143,Wendell Smallwood - 10787,63.3
875,Kanye Roberts - 157543,Larry Rountree - 57308,87.17
876,Kanye Roberts - 157543,Joe Williams - 11876,84.8
877,Kanye Roberts - 157543,Wendell Smallwood - 10787,79.46
878,Kanye Roberts - 157543,Justin Davis - 12202,77.78
879,Kanye Roberts - 157543,Brian Herrien - 41129,76.2
880,CJ Donaldson - 157372,Gary Brightwell - 57133,94.08
881,CJ Donaldson - 157372,Michael Dyer - 10081,85.71
882,CJ Donaldson - 157372,Tony Jones - 40498,83.33
883,CJ Donaldson - 157372,Keith Marshall - 10876,82.85
884,CJ Donaldson - 157372,John Kelly - 34761,79.35
885,Herschel Turner - 191372,Mike Weber - 28011,85.3
886,Herschel Turner - 191372,Larry Rountree - 57308,81.87
887,Herschel Turner - 191372,Lavon Coleman - 45861,78.74
888,Herschel Turner - 191372,John Kelly - 34761,76.81
889,Herschel Turner - 191372,Wendell Smallwood - 10787,76.13
890,Josh McCray - 144799,John Kelly - 34761,93.72
891,Josh McCray - 144799,Gary Brightwell - 57133,89.97
892,Josh McCray - 144799,Michael Dyer - 10081,87.69
893,Josh McCray - 144799,Israel Abanikanda - 122999,86.23
