ID.x,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Cameron ArtisPayne - 9607,1,0.9972764412165229,0.5619609623241035,0.6831593281888334,0.5347253744893328,0.5034044484793464,0.5111414279217826,0.515318935208438,0.13255240443896424,0.46177558569667077,0.988197911938266,0.41398093508851563,0.49841125737630504,0.3704039945528824,0.3554244212437585,0.36458807464724624,0.32638535841382815,0.1147695202257761,0.3142050799623706,0.9981842941443486,0.7067635043123014,0.8088969586926917,0.7290059010440308,0.6895142986836132,0.6868456986800182,0.71733604473818,0.1147695202257761,0.3142050799623706,1,69.75,212.0,29.625,73.375,20.2,1.61,4.53,36.5,118.0,7.13,4.26,4.470000000000001
Cameron Davis - 72376,3,0.5224693599636859,0.519291874716296,0.3041307308216069,0.6118928733545166,0.3359055832955061,0.7994542974079127,0.2787543947764942,0.3569667077681874,0.36744759556103573,0.5601452564684521,0.5506128007262824,0.41125737630503856,0.9736722650930549,0.5174761688606446,0.8511606736458808,0.501779359430605,0.5202257761053621,0.40921919096895576,0.38039037675896503,0.28869723104857015,0.18928733545165682,0.0,0.3109396277802996,0.6772872098315885,0.1103202846975089,0.5202257761053621,0.40921919096895576,1,71.75,216.4,30.9,74.5,17.2,1.58,4.572,32.1,119.2,7.074,4.23,4.542
Cameron Dickey - 184897,1,0.19019518837948252,0.7417158420335905,0.8098048116205174,0.1988197911938266,0.7771221062187925,0.5934515688949522,0.7533902561526871,0.5110974106041923,0.6270036991368682,0.17203812982296868,0.6000907852927826,0.6246028143440763,0.15524285065819338,0.598729005901044,0.4260355029585799,0.5531265887137773,0.5653809971777987,0.658513640639699,0.35088515660463004,0.8397639582387654,0.8774398547435316,0.403994552882433,0.8647299137539719,0.7478379608557123,0.8764616166751398,0.5653809971777987,0.658513640639699,1,71.825,221.8,31.375,75.575,20.2,1.532,4.536,33.9,120.0,7.202,4.298,4.512
Cameron Skattebo - 147787,2,0.9773036768043577,0.976395823876532,0.6168860644575579,0.8238765320018157,0.8411257376305039,0.8840381991814461,0.9779005524861878,0.7102342786683107,0.9660912453760789,0.9845665002269632,0.9319110304130731,0.5315478892419429,0.7135724012709941,0.8529278256922379,0.868456986800182,0.9954245043213015,0.9642521166509878,0.9924741298212606,0.9491602360417613,0.9818429414434862,0.6831593281888334,0.8334089877439855,0.7267362687244666,0.8611743286299499,0.11896288764616167,0.9642521166509878,0.9924741298212606,1,69.5,219.0,29.875,73.875,21.0,1.55,4.556,39.5,123.0,7.056,4.24,4.59
Camryn Edwards - 158615,2,0.8134362233318202,0.4493871992737177,0.6522923286427599,0.5465274625510668,0.9305492510213346,0.7357889949977262,0.6057257659467604,0.33785450061652283,0.5647348951911221,0.7185655923740354,0.43940081706763506,0.5102133454380391,0.5142986836132547,0.8275079437131184,0.5657715065999089,0.7966446365022878,0.6895578551269991,0.7384760112888052,0.8824330458465729,0.47571493418066274,0.7548797094870631,0.5733091239219247,0.9487063095778484,0.8279472007282658,0.20030503304524658,0.6895578551269991,0.7384760112888052,0,71.526,215.6,31.45,75.651,17.6,1.524,4.514,35.5,123.6,7.034000000000001,4.276,4.539999999999999
Carson Hansen - 174669,1,0.8683613254652747,0.283250113481616,0.3018610985020427,0.9573309123921925,0.6922378574670903,0.3015006821282401,0.024108488196885988,0.059186189889025895,0.05240443896424168,0.7330912392192465,0.21198365864729915,0.21425329096686338,0.8738084430322288,0.5056740807989106,0.21574874829312699,0.01728520589730554,0.062088428974600186,0.05268109125117592,0.9282796187017703,0.44620971402632775,0.4961416250567408,0.9691330004539265,0.8107126645483431,0.5134274010013655,0.09608540925266904,0.062088428974600186,0.05268109125117592,1,69.65,207.4,30.425,72.775,20.8,1.556,4.4879999999999995,33.0,115.8,7.236,4.360000000000001,4.558
Cartevious Norton - 157582,3,0.6613708579210168,0.908760780753518,0.4271448025419882,0.4339536995006809,0.6250567408079891,0.14597544338335608,0.20291310899045706,0.45499383477188654,0.2996300863131936,0.6454834316840672,0.9169314571039492,0.5011348161597822,0.5129369042215162,0.5914661824784385,0.23577605826126535,0.5327910523640061,0.4233301975540922,0.43273753527751646,0.7666817975487971,0.8919655015887427,0.46391284611892875,0.3958238765320018,0.4711756695415343,0.2212107419208011,0.23487544483985764,0.4233301975540922,0.43273753527751646,0,72.875,235.2,31.675,75.875,22.2,1.532,4.54,31.7,116.4,7.130000000000001,4.322000000000001,4.561999999999999
Chad Alexander - 175356,1,0.33499773036768044,0.6672719019518838,0.7312755333635951,0.13708579210167954,0.7771221062187925,0.12914961346066395,0.08538422903063787,0.3403205918618989,0.14549938347718866,0.28960508397639584,0.5229232864275988,0.548797094870631,0.1112119836586473,0.598729005901044,0.11015020482476104,0.061514997458057954,0.21825023518344308,0.12323612417685795,0.5565138447571494,0.7911938266000907,0.8374943259192011,0.30140717203812983,0.8647299137539719,0.30996813837050524,0.27656329435688864,0.21825023518344308,0.12323612417685795,1,71.1,209.8,31.275,74.775,16.2,1.6019999999999999,4.574,32.4,117.2,7.244,4.3500000000000005,4.529999999999999
Charles Kellom - 156890,1,0.5456196096232411,0.6182478438492964,0.22469359963685884,0.10349523377212891,0.6168860644575579,0.7917235106866758,0.7192365645404319,0.7293464858199753,0.6738594327990136,0.430776214253291,0.46981389014979574,0.16613708579210168,0.09123921924648207,0.44620971402632775,0.6267637687756031,0.5221148957803762,0.522107243650047,0.47130761994355597,0.7453472537448933,0.7553336359509759,0.4017249205628688,0.23241034952337722,0.7630503858374943,0.8680018206645426,0.8551093035078801,0.522107243650047,0.47130761994355597,0,69.975,216.4,30.7,73.9,20.0,1.6320000000000001,4.691999999999999,35.4,118.6,7.248,4.33,4.532
Charlie Offerdahl - 146314,2,0.08669995460735361,0.3917385383567862,0.34498411257376305,0.15524285065819338,0.26100771674988654,0.3015006821282401,0.24610748367654445,0.5110974106041923,0.6270036991368682,0.13209260099863823,0.47662278710848843,0.26009986382206085,0.3100317748524739,0.19518837948252382,0.37505689576695495,0.16217590238942553,0.5653809971777987,0.658513640639699,0.029505220154335,0.3218338629142079,0.5047662278710849,0.0,0.45528824330458467,0.30996813837050524,0.5068632435180478,0.5653809971777987,0.658513640639699,1,70.925,215.0,30.925,73.951,21.2,1.5879999999999999,4.601999999999999,32.7,116.8,7.167999999999999,4.346,4.524
Chase Brown - 77787,4,0.9051293690422152,0.6718111665910123,0.8088969586926917,0.18974126191556967,0.7358147980027235,0.6230104592996817,0.8588648920140632,0.6109741060419236,0.7946979038224414,0.9954607353608715,0.7013163867453472,0.7557875624148888,0.2174307762142533,0.8660916931457104,0.5448338643604915,0.8957803762074225,0.6359360301034808,0.852304797742239,0.6622787108488425,0.6368588288697231,0.7916477530640036,0.0,0.637312755333636,0.5830678197542103,0.3863751906456533,0.6359360301034808,0.852304797742239,1,69.5,209.0,31.0,75.125,25.0,1.53,4.43,40.0,127.0,6.901999999999999,4.192,4.48
Chez Mellusi - 99597,6,0.5034044484793464,0.11075805719473446,0.3427144802541988,0.781661370857921,0.5115751248297776,0.3615279672578445,0.44148669010547464,0.47287299630086316,0.4796547472256473,0.8039037675896504,0.20971402632773492,0.4058102587380844,0.9577848388561053,0.8433953699500681,0.5999089667728721,0.45907473309608543,0.5653809971777987,0.658513640639699,0.05674080798910577,0.08533817521561507,0.19518837948252382,0.31230140717203814,0.28778937812074445,0.023668639053254437,0.5205897305541434,0.5653809971777987,0.658513640639699,1,71.675,220.8,31.275,75.75,17.2,1.56,4.61,32.3,119.2,7.093999999999999,4.2620000000000005,4.554
Chris Carson - 12004,2,0.6967771221062188,0.8965047662278711,0.9369042215161144,0.8797094870630958,0.6563776668179755,0.5534333788085494,0.1341034655951783,0.25092478421701603,0.27311960542540076,0.6536541080344984,0.9396277802995915,0.9732183386291421,0.9550612800726282,0.8275079437131184,0.48475193445607645,0.6187086934417896,0.4233301975540922,0.5428033866415805,0.7453472537448933,0.7367226509305492,0.7485247389922832,0.5365410803449842,0.30549251021334545,0.6385980883022303,0.02592780884595831,0.4233301975540922,0.5428033866415805,1,71.75,218.0,33.25,79.38,23.0,1.52,4.58,37.0,130.0,7.042,4.224,4.534
Chris Davis - 188861,1,0.3050385837494326,0.3082160689968225,0.1970040853381752,0.0,0.5896504766227871,0.11823556161891768,0.26619789050728276,0.48273736128236744,0.31442663378545005,0.2628234226055379,0.23467998184294145,0.14798002723558784,0.0,0.4257830231502497,0.1024123805188894,0.1708185053380783,0.29068673565381,0.2464722483537159,0.5170222423967318,0.4820699046754426,0.36858828869723104,0.0,0.7480708125283704,0.2862994993172508,0.5317742755465176,0.29068673565381,0.2464722483537159,1,71.55,226.4,31.25,74.726,20.8,1.6119999999999997,4.68,33.8,117.8,7.117999999999999,4.242,4.532
Chris Rodriguez - 83689,4,0.8588288697231049,0.8679073990013618,0.8284157966409441,0.82296867907399,0.9396277802995915,0.13551614370168258,0.8051230537418382,0.5030826140567201,0.7355117139334155,0.9105764866091693,0.9064911484339537,0.911484339536995,0.9005901044030867,0.9164775306400363,0.18707328174783797,0.8398576512455516,0.4430856067732832,0.7996237064910631,0.6622787108488425,0.8334089877439855,0.769859282796187,0.5991829323649569,0.9428052655469814,0.19799726900318615,0.5790543975597356,0.4430856067732832,0.7996237064910631,1,71.625,217.0,30.625,73.625,19.0,1.546,4.51,33.4,119.4,7.0699999999999985,4.272,4.54
Chris Warren - 35977,3,0.42260553790285976,0.6214253290966864,0.5873808443032229,0.8275079437131184,0.7530640036314117,0.2969531605275125,0.7659467604218986,0.7250308261405672,0.7318125770653514,0.36359509759418973,0.672719019518838,0.6509305492510213,0.8633681343622334,0.8016341352700862,0.6977696859353664,0.8505338078291815,0.5653809971777987,0.658513640639699,0.5891965501588743,0.6214253290966864,0.5615070358601907,0.7830231502496595,0.5497049477984567,0.023668639053254437,0.5475343162175902,0.5653809971777987,0.658513640639699,1,74.0,247.0,32.0,77.0,25.0,1.66,4.69,33.0,121.0,6.98,4.18,4.517999999999999
Christian McCaffrey - 11763,3,0.9664094416704494,0.7530640036314117,0.9182932364956877,0.21788470267816615,0.42941443486155245,0.992269213278763,0.9954796584630838,0.9963008631319359,0.9981504315659679,0.9959146618247844,0.672719019518838,0.9700408533817522,0.4752610077167499,0.5347253744893328,0.9968138370505234,0.99644128113879,0.5653809971777987,0.658513640639699,0.35088515660463004,0.8220608261461643,0.8166137085792101,0.0,0.45528824330458467,0.9335457441966317,0.9476359938993391,0.5653809971777987,0.658513640639699,1,71.25,202.0,30.0,71.63,10.0,1.52,4.48,37.5,121.0,6.57,4.22,4.482
Christian Washington - 163362,2,0.572401270994099,0.7834770767135724,0.30957784838856106,0.2133454380390377,0.6463912846118929,0.4943155979990905,0.43043696634856854,0.5,0.4568434032059186,0.525192918747163,0.807989105764866,0.28461189287335453,0.45029505220154337,0.6087153881071267,0.591715976331361,0.5094051855617692,0.451552210724365,0.46001881467544686,0.6768043576940536,0.7158420335905583,0.3967317294598275,0.0,0.6581933726736269,0.3673190714610833,0.4123029994916116,0.451552210724365,0.46001881467544686,0,72.175,235.2,31.725,75.825,19.2,1.552,4.542,33.9,120.4,7.130000000000001,4.298,4.592
Christopher Frew - 173863,1,0.22605537902859738,0.6817975487970949,0.8669995460735361,0.1870177031320926,0.4026327734906945,0.23419736243747158,0.3897538925163235,0.5240443896424167,0.4278668310727497,0.20018157058556513,0.5379028597367227,0.7149341806627326,0.14344076259645938,0.2850658193372674,0.17114246700045516,0.24097610574478903,0.31326434619002824,0.3029162746942615,0.398093508851566,0.799364502950522,0.911484339536995,0.38266000907852926,0.6096232410349524,0.432407828857533,0.6222674123029995,0.31326434619002824,0.3029162746942615,0,70.55,216.4,31.05,74.625,22.6,1.568,4.51,34.3,119.6,7.126,4.327999999999999,4.58
Chuba Hubbard - 57373,3,0.9491602360417613,0.6831593281888334,0.8529278256922379,0.6963231956423059,0.799364502950522,0.5507048658481127,0.9337016574585635,0.6763255240443896,0.8896424167694205,0.9950068088969587,0.6836132546527462,0.9623241034952338,0.6295960054471176,0.8175215615070358,0.591715976331361,0.9334011184544992,0.5249294449670743,0.8889934148635936,0.8824330458465729,0.596005447117567,0.6268724466636405,0.6581933726736269,0.4117113027689514,0.4729176149294492,0.8723945094051856,0.5249294449670743,0.8889934148635936,1,72.0,210.0,32.0,75.75,18.2,1.536,4.473999999999999,36.5,125.6,7.058,4.268000000000001,4.39
Clyde EdwardsHelaire - 57279,2,0.9273717657739446,0.891057648660917,0.6277802995914662,0.8025419881979119,0.8002723558783477,0.8221919054115507,0.963837267704671,0.8884093711467325,0.9457459926017263,0.896958692691784,0.9228325011348162,0.6477530640036314,0.7612346799818429,0.7135724012709941,0.7701411015020483,0.9150991357397051,0.8052681091251176,0.8908748824082785,0.9246482069904676,0.8011802088061734,0.5760326827054018,0.7725828415796641,0.8134362233318202,0.8206645425580337,0.9781392984239959,0.8052681091251176,0.8908748824082785,1,67.25,207.0,29.0,70.625,15.0,1.53,4.6,39.5,123.0,7.019999999999999,4.252,4.52
Colby McDonald - 144890,4,0.2133454380390377,0.22469359963685884,0.6409441670449387,0.3654108034498411,0.5419881979119383,0.1628012733060482,0.22099447513812154,0.5110974106041923,0.6270036991368682,0.31230140717203814,0.2578302315024966,0.7848388561053109,0.6563776668179755,0.6028143440762597,0.1838871187983614,0.21047280122013218,0.5653809971777987,0.658513640639699,0.106218792555606,0.306854289605084,0.42941443486155245,0.0,0.3586019064911484,0.2690031861629495,0.3787493645144891,0.5653809971777987,0.658513640639699,1,70.65,210.6,30.8,73.925,21.4,1.5419999999999998,4.545999999999999,33.0,120.4,7.178,4.298,4.529999999999999
Cole Tabb - 188876,1,0.033590558329550615,0.5565138447571494,0.3050385837494326,0.0,0.3672265093054925,0.1550704865848113,0.5072827724761426,0.5110974106041923,0.6270036991368682,0.03313663186563777,0.40807989105764864,0.2165229232864276,0.0,0.259645937358148,0.1247155211652253,0.31977630910015253,0.5653809971777987,0.658513640639699,0.08352246935996369,0.7026781661370858,0.4979573309123922,0.0,0.5787562414888788,0.33909877105143377,0.7061514997458058,0.5653809971777987,0.658513640639699,1,71.375,222.0,31.125,74.626,20.0,1.574,4.581999999999999,33.0,117.6,7.228,4.38,4.538
Connor Walendzak - 171392,1,0.7830231502496595,0.27780299591466184,0.082614616432138,0.0876078075351793,0.3359055832955061,0.263756252842201,0.03415369161225515,0.05055487053020962,0.04808877928483354,0.6364049024058103,0.20926009986382207,0.06854289605083977,0.082614616432138,0.24148887880163414,0.19299044151115158,0.02541942043721403,0.05268109125117592,0.047036688617121354,0.8896958692691784,0.4380390376758965,0.19518837948252382,0.2038129822968679,0.5497049477984567,0.4729176149294492,0.13421453990849008,0.05268109125117592,0.047036688617121354,0,71.75,221.4,31.8,76.325,18.2,1.638,4.64,33.7,116.0,7.114,4.316,4.582
Corey Clement - 12253,3,0.9096686336813437,0.3645029505220154,0.4734453018610985,0.8887880163413527,0.3663186563776668,0.865393360618463,0.695128076343546,0.8803945745992602,0.6584463625154131,0.9927371765773945,0.38856105310939626,0.710848842487517,0.9437131184748071,0.271448025419882,0.810195721438325,0.8307066598881545,0.5653809971777987,0.658513640639699,0.44212437585111214,0.42033590558329553,0.3899228325011348,0.7725828415796641,0.5497049477984567,0.8834774692762859,0.4178952719877987,0.5653809971777987,0.658513640639699,1,70.13,220.0,30.5,72.88,19.0,1.58,4.68,28.5,115.0,7.058,4.304,4.568
Corey Kiner - 86392,4,0.8311393554244212,0.8188833408987743,0.6214253290966864,0.34226055379028597,0.6454834316840672,0.12050932241928149,0.48568558513309895,0.4241676942046856,0.5067817509247842,0.8738084430322288,0.9391738538356786,0.7975487970948706,0.601906491148434,0.861552428506582,0.22303140646335912,0.8220640569395018,0.4355597365945437,0.7770460959548448,0.716749886518384,0.32546527462551067,0.525192918747163,0.3404448479346346,0.259645937358148,0.12699135184342286,0.4255210981189629,0.4355597365945437,0.7770460959548448,1,68.625,209.0,30.5,75.5,19.0,1.59,4.57,34.5,125.0,7.031999999999999,4.294,4.53
Curtis Douglas - 176095,1,0.23694961416250568,0.10167952791647752,0.029959146618247844,0.0,0.31230140717203814,0.05820827648931332,0.13460572576594676,0.4192355117139334,0.2558569667077682,0.20880617339990923,0.08669995460735361,0.028597367226509306,0.0,0.22650930549251022,0.055530268548020026,0.09252669039145907,0.25493885230479774,0.2116650987770461,0.4144348615524285,0.19518837948252382,0.07035860190649115,0.0,0.5215615070358602,0.13609467455621302,0.3624809354346721,0.25493885230479774,0.2116650987770461,0,71.55,221.0,31.6,75.525,20.2,1.6119999999999997,4.578,32.1,115.8,7.0840000000000005,4.276,4.578
Curtis Samuel - 11795,2,0.5047662278710849,0.8842487517022243,0.9913753971856559,0.9673172945982751,0.6740807989105765,0.9608913142337426,0.9854344550477148,0.9938347718865598,0.9796547472256474,0.5070358601906492,0.8397639582387654,0.9782115297321834,0.9400817067635043,0.5056740807989106,0.9604005461993628,0.987290289781393,0.9981185324553151,0.980244590780809,0.5565138447571494,0.8924194280526555,0.9913753971856559,0.9605083976395824,0.7893781207444394,0.9353664087391899,0.925775292323335,0.9981185324553151,0.980244590780809,1,70.63,196.0,31.25,74.88,18.0,1.49,4.31,37.0,119.0,7.09,4.33,4.4239999999999995
DAndre Swift - 57212,3,0.8574670903313664,0.7394462097140263,0.94416704493872,0.5674080798910577,0.9300953245574217,0.9040472942246476,0.9623304871923657,0.9494451294697904,0.9445129469790382,0.855651384475715,0.669541534271448,0.9019518837948253,0.5996368588288697,0.9092147072174308,0.8984979517523897,0.9481443823080834,0.9482596425211665,0.9285042333019755,0.7299137539718565,0.7385383567862006,0.9477984566500227,0.6187017703132093,0.9010440308669996,0.8420573509330905,0.9527198779867819,0.9482596425211665,0.9285042333019755,1,68.25,212.0,29.875,72.0,20.0,1.56,4.48,35.5,121.0,7.045999999999999,4.3420000000000005,4.4
DJ Giddens - 144595,3,0.9160236041761235,0.8538356786200636,0.7916477530640036,0.6300499319110304,0.8955969133000454,0.8212824010914052,0.16926167754897037,0.03329223181257707,0.23366214549938347,0.9083068542896051,0.8279618701770313,0.7321833862914208,0.6718111665910123,0.873354516568316,0.7651342740100137,0.6634468734112863,0.5587958607714016,0.541862652869238,0.7775760326827054,0.8592827961870178,0.7244666364049024,0.5946436677258284,0.8179754879709487,0.8297678652708238,0.03558718861209965,0.5587958607714016,0.541862652869238,1,72.25,212.0,30.375,75.25,19.6,1.53,4.43,39.5,130.0,7.102000000000001,4.33,4.54
DJ Jones - 122840,3,0.253744893327281,0.6454834316840672,0.5065819337267363,0.10485701316386746,0.4943259192010894,0.43656207366984995,0.6423907584128579,0.7891491985203453,0.7108508014796547,0.3018610985020427,0.710848842487517,0.76395823876532,0.28778937812074445,0.622333182024512,0.5234410559854347,0.708185053380783,0.5653809971777987,0.658513640639699,0.05674080798910577,0.5338175215615071,0.0994098955969133,0.0,0.2973218338629142,0.48384160218479744,0.38739196746314186,0.5653809971777987,0.658513640639699,1,70.55,215.8,30.35,73.326,19.0,1.578,4.676,35.3,121.8,7.128,4.2940000000000005,4.524
DJ McKinney - 175620,1,0.6413980935088516,0.2165229232864276,0.19927371765773944,0.30458465728551976,0.13254652746255108,0.7371532514779445,0.6499246609743847,0.750308261405672,0.6035758323057954,0.5070358601906492,0.16659101225601453,0.14888788016341353,0.22151611438946892,0.11030413073082161,0.5543923532089212,0.6659888154550077,0.5644402634054563,0.40357478833490124,0.8088969586926917,0.36949614162505673,0.3704039945528824,0.5388107126645484,0.2746255106672719,0.83340919435594,0.5277071682765633,0.5644402634054563,0.40357478833490124,0,70.301,227.0,31.075,74.801,19.8,1.72,4.808,32.4,114.0,7.3180000000000005,4.384,4.616
DOnta Foreman - 11844,2,0.964593735814798,0.6368588288697231,0.7467090331366318,0.6445755787562415,0.7212891511575125,0.3619827194179172,0.39779005524861877,0.35141800246609123,0.35450061652281134,0.9945528824330458,0.6118928733545166,0.6581933726736269,0.4929641398093509,0.6672719019518838,0.3340919435593992,0.37061514997458056,0.2295390404515522,0.28033866415804326,0.7957330912392192,0.657739446209714,0.7893781207444394,0.7616886064457558,0.7448933272809805,0.4906690942193901,0.49211997966446364,0.2295390404515522,0.28033866415804326,1,72.0,233.0,31.38,75.38,18.0,1.61,4.677999999999999,32.2,117.0,7.130000000000001,4.234,4.522
Daba Fofana - 144305,3,0.6881525192918747,0.687244666364049,0.1516114389468906,0.403994552882433,0.2764412165229233,0.30877671668940426,0.532898041185334,0.6183723797780518,0.4839704069050555,0.8220608261461643,0.6967771221062188,0.32410349523377213,0.35678620063549704,0.3554244212437585,0.7778789258079198,0.45805795627859686,0.5653809971777987,0.658513640639699,0.5642305946436678,0.6640944167044939,0.09532455742169768,0.5710394916023604,0.3586019064911484,0.023668639053254437,0.5821047280122014,0.5653809971777987,0.658513640639699,0,72.175,241.2,31.825,76.25,22.8,1.5959999999999999,4.65,31.1,113.6,7.124,4.356,4.595999999999999
Dallan Hayden - 162865,2,0.5801180208806174,0.5379028597367227,0.13390830685428962,0.29505220154335,0.35769405356332273,0.41246020918599363,0.7774987443495731,0.7570900123304563,0.7083847102342786,0.5669541534271448,0.5506128007262824,0.27507943713118477,0.39355424421243757,0.5115751248297776,0.4556213017751479,0.6126080325368581,0.6792097836312324,0.5202257761053621,0.6082614616432138,0.5120290512936905,0.08216068996822515,0.27689514298683615,0.22197004085338176,0.406463359126081,0.874936451448907,0.6792097836312324,0.5202257761053621,1,70.676,220.6,30.4,73.276,19.4,1.634,4.684,30.3,116.2,7.302,4.44,4.537999999999999
Dalvin Cook - 11796,3,0.9773036768043577,0.8370403994552883,0.9391738538356786,0.8447571493418067,0.917385383567862,0.8312869486130059,0.9000502260170768,0.24722564734895192,0.8612823674475956,0.9800272355878348,0.8329550612800726,0.9287335451656832,0.8397639582387654,0.8788016341352701,0.7537551206190259,0.8744280630401627,0.7695202257761053,0.8560677328316086,0.9546073536087154,0.8061733999092147,0.9105764866091693,0.7707671357240127,0.867453472537449,0.8680018206645426,0.4743263853584138,0.7695202257761053,0.8560677328316086,1,70.38,210.0,32.38,75.13,22.0,1.56,4.49,30.5,116.0,7.27,4.53,4.48
Damari Alston - 157037,2,0.3327280980481162,0.47571493418066274,0.30367680435769406,0.5687698592827962,0.47389922832501136,0.5015916325602546,0.4455047714716223,0.41738594327990136,0.4469790382244143,0.3268270540172492,0.6227871084884249,0.39037675896504764,0.5497049477984567,0.4380390376758965,0.3955393718707328,0.5363497712252161,0.4835371589840075,0.41768579492003766,0.4920562868815252,0.2800726282342261,0.26191556967771223,0.5524285065819338,0.542896050839764,0.6322257624032772,0.4067107269954245,0.4835371589840075,0.41768579492003766,1,71.077,222.4,30.5,73.80199999999999,20.4,1.638,4.6979999999999995,30.4,113.4,7.214,4.396000000000001,4.52
Dameon Pierce - 83659,4,0.5406264185201998,0.8456650022696324,0.6109850204266909,0.8629142078983205,0.8343168406718112,0.6202819463392452,0.6855851330989452,0.47102342786683105,0.6048088779284834,0.5460735360871539,0.9614162505674081,0.825692237857467,0.9832047208352247,0.9178393100317749,0.8375056895766955,0.9273004575495679,0.5653809971777987,0.658513640639699,0.5170222423967318,0.22560145256468453,0.300953245574217,0.5043123014071721,0.7203812982296868,0.4164770141101502,0.17234367056431113,0.5653809971777987,0.658513640639699,1,69.625,218.0,30.75,73.625,21.0,1.51,4.59,34.5,119.0,7.086,4.308000000000001,4.54
Damien Harris - 35134,4,0.7562414888788016,0.5714934180662733,0.6981389014979573,0.5610531093962778,0.8193372673626872,0.5361527967257844,0.8362631843294827,0.7040690505548706,0.8545006165228114,0.7280980481162052,0.660916931457104,0.7743985474353154,0.8284157966409441,0.9641398093508852,0.6162949476558944,0.8973055414336553,0.5653809971777987,0.658513640639699,0.4144348615524285,0.4049024058102587,0.15796640944167045,0.25419881979119385,0.2746255106672719,0.5207100591715976,0.273512963904423,0.5653809971777987,0.658513640639699,1,70.125,216.0,30.75,72.875,16.0,1.56,4.57,37.0,121.0,7.101999999999999,4.338,4.532
Damien Martinez - 162437,3,0.914661824784385,0.837948252383114,0.8638220608261462,0.6618247843849296,0.9273717657739446,0.4279217826284675,0.7112004018081366,0.2934648581997534,0.6473489519112207,0.8524738992283251,0.7798456650022696,0.825692237857467,0.6073536087153881,0.9223785746709033,0.47928994082840237,0.8520589730554143,0.5164628410159925,0.8109125117591721,0.9446209714026328,0.8266000907852927,0.8134362233318202,0.7308216068996822,0.8847026781661371,0.4451524806554392,0.37163192679206913,0.5164628410159925,0.8109125117591721,1,71.625,217.0,30.5,75.25,18.2,1.56,4.51,35.0,124.0,7.0699999999999985,4.272,4.59
Damien Taylor - 147252,2,0.7535179300953245,0.5764866091693146,0.7008624602814344,0.2614616432137994,0.7889241942805265,0.08640291041382446,0.25715720743345055,0.5049321824907521,0.35141800246609123,0.7975487970948706,0.687244666364049,0.5301861098502043,0.35270086246028143,0.825692237857467,0.08466090122894857,0.21098118962887646,0.3104421448730009,0.2944496707431797,0.6350431230140717,0.3926463912846119,0.8107126645483431,0.27099409895596915,0.637312755333636,0.17614929449248976,0.4539908490086426,0.3104421448730009,0.2944496707431797,0,72.4,236.6,31.45,75.3,19.2,1.558,4.522,33.8,120.0,7.168000000000001,4.336,4.58
Daniel Hishaw - 122562,4,0.44530186109850206,0.9664094416704494,0.7435315478892419,0.8325011348161597,0.8402178847026782,0.7426102773988177,0.5514816675037669,0.5863131935881628,0.4808877928483354,0.613708579210168,0.9963685882886972,0.7621425329096686,0.9655015887426237,0.7852927825692237,0.9740555302685481,0.507371631926792,0.5653809971777987,0.658513640639699,0.38039037675896503,0.8043576940535633,0.7221970040853382,0.6663640490240581,0.8284157966409441,0.20937642239417387,0.5531265887137773,0.5653809971777987,0.658513640639699,1,71.45,214.4,32.1,77.3,20.4,1.558,4.612,33.1,120.2,7.098000000000001,4.276,4.462000000000001
Daniel Lasco - 10871,2,0.8311393554244212,0.44303222877893783,0.7412619155696777,0.6654561960962324,0.32909668633681344,0.46521145975443384,0.7925665494726268,0.5709001233045623,0.6368680641183724,0.893781207444394,0.418974126191557,0.6246028143440763,0.5329096686336814,0.29051293690422153,0.5657715065999089,0.8342653787493645,0.43650047036688616,0.7337723424270931,0.6259645937358148,0.4820699046754426,0.7925556059918293,0.7503404448479346,0.4666364049024058,0.3568502503413746,0.4641586171835282,0.43650047036688616,0.7337723424270931,1,72.25,209.0,32.0,76.875,23.0,1.5,4.46,41.5,135.0,7.22,4.26,4.436000000000001
Dante Dowdell - 174131,1,0.8456650022696324,0.1466182478438493,0.3477076713572401,0.9487063095778484,0.3672265093054925,0.1250568440200091,0.4103465595178302,0.3082614056720099,0.44143033292231815,0.7054017249205629,0.12029051293690422,0.24421243758511121,0.8506581933726737,0.259645937358148,0.10696404187528448,0.2547025927808846,0.20696142991533395,0.3085606773283161,0.9201089423513391,0.2746255106672719,0.5442578302315025,0.9636858828869723,0.5787562414888788,0.30086481565771506,0.6349771225216065,0.20696142991533395,0.3085606773283161,1,70.4,215.6,30.625,73.425,23.0,1.582,4.59,31.8,114.4,7.2,4.3580000000000005,4.593999999999999
