ID.x,Seasons,Attempts,ForcedMissedTackleRate,ExplosiveRate,TDP,YardsAfterContact,YPRR,WAR,RushWAR,RecWAR,best_Attempts,best_ForcedMissedTackleRate,best_ExplosiveRate,best_TDP,best_YardsAfterContact,best_YPRR,best_WAR,best_RushWAR,best_RecWAR,worst_Attempts,worst_ForcedMissedTackleRate,worst_ExplosiveRate,worst_TDP,worst_YardsAfterContact,worst_YPRR,worst_WAR,worst_RushWAR,worst_RecWAR,Strength_Power 5,ht_in,wt,arm_in,wing_in,c_reps,c_10y,c_40y,c_vj_in,c_bj_in,c_3c,c_ss20,est_40y
Kam Davis - 183297,1,0.27871084884248754,0.46799818429414436,0.23694961416250568,0.0,0.7635043123014071,0.28831286948613005,0.2501255650426921,0.5110974106041923,0.6270036991368682,0.24239673172945983,0.3463458919655016,0.17385383567862006,0.0,0.5778483885610531,0.20846609012289485,0.16115912557193696,0.5653809971777987,0.658513640639699,0.4802541988197912,0.6368588288697231,0.4180662732637313,0.0,0.855651384475715,0.4988620846609012,0.5160142348754448,0.5653809971777987,0.658513640639699,1,71.45,220.2,31.0,74.326,19.6,1.582,4.617999999999999,33.6,117.4,7.242,4.38,4.526000000000001
Kamari Moulton - 170168,2,0.3136631865637767,0.3268270540172492,0.277349069450749,0.7217430776214253,0.6404902405810259,0.08003638017280582,0.3264691109994977,0.5110974106041923,0.6270036991368682,0.430776214253291,0.33318202451202905,0.23059464366772583,0.7471629596005447,0.7099409895596913,0.1024123805188894,0.23233350279613624,0.5653809971777987,0.658513640639699,0.05674080798910577,0.38447571493418065,0.4017249205628688,0.631411711302769,0.4988651838402179,0.023668639053254437,0.5378749364514489,0.5653809971777987,0.658513640639699,1,71.95,225.0,31.6,75.9,22.2,1.596,4.642,33.3,121.2,7.136000000000001,4.296000000000001,4.5200000000000005
Kamryn Pettway - 45919,2,0.843849296413981,0.27689514298683615,0.23740354062641852,0.7353608715388107,0.5896504766227871,0.16825829922692132,0.49422400803616273,0.596177558569667,0.4963008631319359,0.8856105310939628,0.35088515660463004,0.4616432137993645,0.8048116205174761,0.6472991375397186,0.1838871187983614,0.38179969496695476,0.35936030103480715,0.34148635936030103,0.6958692691783931,0.23740354062641852,0.0994098955969133,0.5887426236949614,0.4920562868815252,0.25170687300864814,0.6441281138790036,0.35936030103480715,0.34148635936030103,1,71.75,233.0,31.25,75.625,22.0,1.6,4.74,33.5,116.0,7.215999999999999,4.273999999999999,4.5280000000000005
Kanye Roberts - 157543,2,0.6686336813436223,0.7612346799818429,0.5415342714480255,0.38039037675896503,0.8456650022696324,0.6780354706684857,0.44952285283776994,0.34833538840937117,0.5030826140567201,0.6214253290966864,0.6559237403540626,0.5519745801180209,0.5478892419428053,0.7966409441670449,0.5448338643604915,0.7061514997458058,0.6161806208842897,0.6556914393226717,0.7399001361779391,0.8252383113935542,0.5188379482523832,0.2333182024512029,0.8134362233318202,0.7637687756030951,0.1860701576004067,0.6161806208842897,0.6556914393226717,0,70.0,208.8,30.6,74.15,18.4,1.536,4.514,35.5,122.4,7.108,4.276,4.526000000000001
Kanye Udoh - 171024,2,0.8311393554244212,0.5383567862006355,0.4398547435315479,0.3404448479346346,0.7335451656831593,0.07958162801273307,0.646911099949774,0.593094944512947,0.4876695437731196,0.8120744439400817,0.5270086246028144,0.3168406718111666,0.5274625510667272,0.6291420789832047,0.10104688211197087,0.4697508896797153,0.3377234242709313,0.3377234242709313,0.8152519291874716,0.5515206536541081,0.631411711302769,0.21697684975034046,0.7921016795279164,0.023668639053254437,0.7920691408235893,0.3377234242709313,0.3377234242709313,0,72.275,234.8,31.325,75.45,20.2,1.5879999999999999,4.606,34.6,118.6,7.145999999999999,4.318,4.58
Kareem Hunt - 11841,3,0.9700408533817522,0.8638220608261462,0.9105764866091693,0.8016341352700862,0.9083068542896051,0.599818099135971,0.9603214465092919,0.8458692971639951,0.9334155363748459,0.9600544711756696,0.8951429868361326,0.9223785746709033,0.7966409441670449,0.9491602360417613,0.9076012744651798,0.9959328927300457,0.9774223894637818,0.9915333960489181,0.9605083976395824,0.8542896050839764,0.817067635043123,0.6659101225601453,0.8465728551974581,0.27401001365498406,0.48398576512455516,0.9774223894637818,0.9915333960489181,0,70.5,216.0,31.38,74.13,18.0,1.56,4.62,36.5,119.0,7.22,4.3420000000000005,4.536
Karlos Williams - 9588,1,0.8683613254652747,0.3082160689968225,0.7625964593735814,0.9359963685882887,0.30640036314117114,0.7867212369258754,0.9844299347061778,0.9599260172626387,0.9778051787916153,0.7330912392192465,0.23467998184294145,0.5755787562414889,0.8120744439400817,0.22469359963685884,0.6208466090122895,0.9410269445856635,0.9012229539040452,0.9143932267168391,0.9282796187017703,0.4820699046754426,0.8565592374035407,0.9541534271448026,0.5183840217884703,0.864815657715066,0.9933909506863243,0.9012229539040452,0.9143932267168391,1,72.75,230.0,33.0,80.375,16.0,1.6,4.48,33.5,117.0,7.16,4.46,4.569999999999999
KayRon Adams - 101643,6,0.6318656377666818,0.6786200635497049,0.2673626872446664,0.22060826146164322,0.5456196096232411,0.6593906321055025,0.5469613259668509,0.3409371146732429,0.5006165228113441,0.929187471629596,0.8837948252383114,0.6958692691783931,0.4675442578302315,0.598729005901044,0.8761948111060537,0.8113879003558719,0.5653809971777987,0.658513640639699,0.23831139355424422,0.11030413073082161,0.06672719019518839,0.2333182024512029,0.4988651838402179,0.12380518889394629,0.25063548551093034,0.5653809971777987,0.658513640639699,0,70.475,215.8,30.651,73.751,15.6,1.572,4.554,34.2,121.0,7.081999999999999,4.298,4.518
Kaytron Allen - 164158,3,0.9337267362687245,0.7399001361779391,0.5928279618701771,0.5456196096232411,0.6554698138901498,0.5247839927239655,0.6142641888498243,0.11528976572133169,0.5653514180024661,0.9019518837948253,0.7185655923740354,0.6454834316840672,0.578302315024966,0.5115751248297776,0.48930359581247157,0.7946110828673106,0.5437441204139228,0.7224835371589841,0.9505220154334998,0.7526100771674988,0.4793463458919655,0.613708579210168,0.734453018610985,0.4988620846609012,0.4941535332994408,0.5437441204139228,0.7224835371589841,1,70.726,220.2,30.8,75.176,20.8,1.5400000000000003,4.4879999999999995,33.3,119.0,7.128,4.35,4.542
KeShawn Vaughn - 45866,4,0.8479346345891966,0.7122106218792555,0.6413980935088516,0.6845211075805719,0.8751702224239674,0.846293769895407,0.7845303867403315,0.38162762022194824,0.6985203452527744,0.8610985020426691,0.7739446209714026,0.8470267816613709,0.7771221062187925,0.9850204266908761,0.8493400091033227,0.8993390950686324,0.5653809971777987,0.658513640639699,0.5705855651384476,0.6472991375397186,0.2351339083068543,0.6654561960962324,0.566500226963232,0.7050523441055986,0.05236400610066091,0.5653809971777987,0.658513640639699,1,69.625,214.0,30.875,73.5,20.2,1.55,4.51,32.0,117.0,7.066,4.2219999999999995,4.43
Keaontay Ingram - 77761,4,0.7771221062187925,0.8093508851566046,0.8188833408987743,0.2882433045846573,0.7385383567862006,0.7030468394724875,0.9176293319939729,0.8446362515413071,0.8847102342786684,0.7571493418066273,0.849750340444848,0.8252383113935542,0.44030866999546076,0.7380844303222878,0.5812471552116523,0.8546009150991357,0.8080903104421449,0.8137347130761995,0.5052201543349978,0.802088061733999,0.7199273717657739,0.330458465728552,0.6545619609623241,0.7269003186162949,0.7946110828673106,0.8080903104421449,0.8137347130761995,1,71.75,221.0,31.5,74.875,16.6,1.55,4.53,34.5,122.0,7.090000000000001,4.32,4.48
Kedrick Reescano - 172525,1,0.49750340444847935,0.9809350885156605,0.11348161597821153,0.10848842487517023,0.8411257376305039,0.44747612551159616,0.2430939226519337,0.2786683107274969,0.33045622688039455,0.3967317294598275,0.9346345891965502,0.09123921924648207,0.09532455742169768,0.6722650930549251,0.32407828857533,0.157600406710727,0.1909689557855127,0.2605832549388523,0.7026781661370858,0.9877439854743532,0.2528370403994553,0.24285065819337268,0.9010440308669996,0.6486117432862994,0.5099135739705135,0.1909689557855127,0.2605832549388523,1,70.9,216.0,31.0,74.251,20.0,1.56,4.616,32.8,119.6,7.214,4.359999999999999,4.5
Keegan Jones - 100594,3,0.2614616432137994,0.7766681797548797,0.3418066273263731,0.129822968679074,0.18474807081252836,0.9213278763074124,0.7493721747865394,0.8483353884093712,0.7484586929716399,0.3731275533363595,0.9437131184748071,0.5102133454380391,0.18974126191556967,0.34498411257376305,0.8839326354119253,0.7585155058464667,0.5653809971777987,0.658513640639699,0.029505220154335,0.2224239673172946,0.23558783477076714,0.0,0.16386745347253745,0.8834774692762859,0.6766649720386375,0.5653809971777987,0.658513640639699,1,70.35,212.8,30.7,73.401,15.6,1.596,4.617999999999999,34.0,118.8,7.19,4.2940000000000005,4.478
Keith Adams - 156236,1,0.04675442578302315,0.18883340898774398,0.5910122560145257,0.3690422151611439,0.43032228778937814,0.07366984993178717,0.2913108990457057,0.5110974106041923,0.6270036991368682,0.04539264639128461,0.14979573309123922,0.41216522923286425,0.25510667271901954,0.3000453926463913,0.06873008648156577,0.18454499237417388,0.5653809971777987,0.658513640639699,0.106218792555606,0.3345438039037676,0.7421697684975034,0.6005447117566954,0.6300499319110304,0.17114246700045516,0.5526182003050331,0.5653809971777987,0.658513640639699,1,71.0,215.0,30.85,74.425,21.6,1.5859999999999999,4.55,33.0,118.2,7.106,4.272,4.529999999999999
Keith Marshall - 10876,1,0.4230594643667726,0.3554244212437585,0.861552428506582,0.5560599182932365,0.38946890603722195,0.5934515688949522,0.4344550477147162,0.5110974106041923,0.6270036991368682,0.34997730367680435,0.27507943713118477,0.7044938719927372,0.3840217884702678,0.277349069450749,0.4260355029585799,0.2724961870869344,0.5653809971777987,0.658513640639699,0.6413980935088516,0.5383567862006355,0.9069450748978666,0.7376305038583749,0.5978211529732184,0.7478379608557123,0.6532791052364006,0.5653809971777987,0.658513640639699,1,71.375,219.0,31.625,76.625,25.0,1.48,4.31,30.5,119.0,7.126,4.298,4.4879999999999995
Kejon Owens - 123640,3,0.4135270086246028,0.6309577848388561,0.5542442124375851,0.6659101225601453,0.5515206536541081,0.46521145975443384,0.6298342541436464,0.4531442663378545,0.5462392108508015,0.48161597821152974,0.7984566500226963,0.5846572855197458,0.601906491148434,0.4870630957784839,0.48930359581247157,0.7376715810879512,0.5653809971777987,0.658513640639699,0.05674080798910577,0.38447571493418065,0.525192918747163,0.6427598729005901,0.5215615070358602,0.406463359126081,0.39755973563802743,0.5653809971777987,0.658513640639699,0,70.225,212.8,30.625,74.075,18.8,1.536,4.512,34.0,121.2,7.176,4.28,4.546
Kelley Joiner - 101124,5,0.5043123014071721,0.554698138901498,0.651838402178847,0.3386291420789832,0.6246028143440763,0.6921327876307413,0.34907081868407835,0.39827373612823674,0.38655980271270035,0.613708579210168,0.5946436677258284,0.9314571039491603,0.9246482069904676,0.8175215615070358,0.8711879836140192,0.6456532791052364,0.6509877704609596,0.535277516462841,0.29278256922378576,0.38946890603722195,0.0994098955969133,0.0,0.259645937358148,0.4451524806554392,0.21047280122013218,0.6509877704609596,0.535277516462841,0,70.25,208.8,31.125999999999998,74.651,17.8,1.53,4.484,35.8,123.6,7.0120000000000005,4.252000000000001,4.484
Kelvin Taylor - 10845,2,0.9359963685882887,0.5079437131184749,0.2864275987290059,0.666817975487971,0.10485701316386746,0.13233287858117326,0.11551983927674535,0.16646115906288533,0.21454993834771888,0.9555152065365411,0.46890603722197005,0.30140717203812983,0.47571493418066274,0.17657739446209714,0.29904415111515703,0.11082867310625318,0.25117591721542804,0.21636876763875823,0.8683613254652747,0.5642305946436678,0.3418066273263731,0.799364502950522,0.08034498411257376,0.007737824305871643,0.25826131164209454,0.25117591721542804,0.21636876763875823,1,70.25,207.0,29.25,71.125,15.0,1.57,4.6,32.0,113.0,7.184,4.41,4.4959999999999996
Kendre Miller - 123091,3,0.7644121652292328,0.9178393100317749,0.843849296413981,0.8479346345891966,0.9042215161143895,0.37244201909959074,0.8237066800602713,0.6923551171393342,0.8643649815043156,0.9105764866091693,0.9237403540626419,0.8456650022696324,0.8538356786200636,0.976395823876532,0.7132453345471097,0.8429079816980173,0.5653809971777987,0.658513640639699,0.5170222423967318,0.8343168406718112,0.7852927825692237,0.6427598729005901,0.5360871538810713,0.006827492034592627,0.6075241484494154,0.5653809971777987,0.658513640639699,1,71.125,215.0,32.375,78.5,17.6,1.5380000000000003,4.538,35.8,124.2,7.101999999999999,4.292,4.42
Kendrick Raphael - 170378,2,0.46118928733545167,0.6504766227871085,0.6863368134362233,0.24148887880163414,0.5801180208806174,0.34652114597544337,0.03967855349070819,0.09864364981504316,0.08261405672009864,0.40308669995460733,0.7081252837040399,0.7326373127553336,0.3100317748524739,0.5115751248297776,0.37505689576695495,0.03507880020335536,0.09783631232361242,0.08090310442144873,0.6350431230140717,0.5533363595097595,0.6128007262823423,0.27099409895596915,0.637312755333636,0.3905325443786982,0.14082358922216573,0.09783631232361242,0.08090310442144873,1,70.675,207.2,31.225,75.075,17.0,1.568,4.56,34.1,117.6,7.056,4.28,4.544
Kenneth Dixon - 10768,2,0.9745801180208806,0.926463912846119,0.5755787562414889,0.9691330004539265,0.7231048570131638,0.9458844929513415,0.9859367152184831,0.9636251541307028,0.9741060419235512,0.9491602360417613,0.8633681343622334,0.44530186109850206,0.9119382660009079,0.5578756241488879,0.9344560764679107,0.9578037620742247,0.9313264346190028,0.9303857008466604,0.9777576032682705,0.9464366772582842,0.6967771221062188,0.9732183386291421,0.8216068996822514,0.9299044151115157,0.9898322318251144,0.9313264346190028,0.9303857008466604,0,70.125,215.0,31.0,75.0,18.0,1.56,4.58,37.5,121.0,6.97,4.28,4.486
Kenneth Walker - 97199,3,0.8906037221970041,0.923286427598729,0.7862006354970494,0.9001361779391739,0.9582387653200182,0.27330604820372895,0.8769462581617278,0.5437731196054254,0.8088779284833539,0.9614162505674081,0.914661824784385,0.7035860190649115,0.9559691330004539,0.9223785746709033,0.3522985889849795,0.8891713268937468,0.44026340545625586,0.8551269990592663,0.8125283704039945,0.8847026781661371,0.769859282796187,0.7085792101679528,0.9418974126191557,0.3299954483386436,0.7107269954245043,0.44026340545625586,0.8551269990592663,1,69.25,211.0,30.375,73.0,19.8,1.49,4.38,34.0,122.0,6.962000000000001,4.316,4.47
Kenny Hilliard - 9668,1,0.5946436677258284,0.3082160689968225,0.17113027689514299,0.8538356786200636,0.25692237857467093,0.7298772169167803,0.7790055248618785,0.7120838471023427,0.6750924784217016,0.47299137539718566,0.23467998184294145,0.13118474807081254,0.6563776668179755,0.19155696777122105,0.5448338643604915,0.5866802236908999,0.4901222953904045,0.47318908748824084,0.7825692237857467,0.4820699046754426,0.3377212891511575,0.9001361779391739,0.45528824330458467,0.8279472007282658,0.8917132689374683,0.4901222953904045,0.47318908748824084,1,71.625,226.0,31.25,76.25,21.2,1.72,4.83,27.0,111.0,7.17,4.4,4.561999999999999
Kenny McIntosh - 99158,4,0.4434861552428507,0.9800272355878348,0.825692237857467,0.7208352246935996,0.6999546073536087,0.897680763983629,0.9578101456554495,0.9919852034525277,0.9913686806411838,0.7385383567862006,0.9986382206082615,0.8588288697231049,0.8120744439400817,0.8238765320018157,0.9508420573509331,0.9883070665988816,0.5653809971777987,0.658513640639699,0.0,0.09714026327734906,0.6177939173853836,0.36177939173853835,0.18837948252383113,0.1843422849340009,0.6319267920691408,0.5653809971777987,0.658513640639699,1,72.25,204.0,30.5,76.375,19.0,1.54,4.62,36.0,123.2,6.9319999999999995,4.220000000000001,4.39
Kentrel Bullock - 124129,2,0.7476168860644575,0.9759418974126192,0.923286427598729,0.6064457557875624,0.8669995460735361,0.5670759436107321,0.418884982420894,0.3249075215782984,0.4599260172626387,0.7385383567862006,0.9450748978665456,0.879255560599183,0.4212437585111212,0.8588288697231049,0.5052344105598543,0.5912557193695984,0.5089369708372531,0.5051740357478833,0.7489786654561961,0.9723104857013164,0.9133000453926464,0.7607807535179301,0.796187017703132,0.6385980883022303,0.2857142857142857,0.5089369708372531,0.5051740357478833,0,69.65,208.0,30.6,74.225,20.0,1.548,4.4719999999999995,34.2,120.4,7.042,4.328,4.4959999999999996
Kenyan Drake - 10707,1,0.49750340444847935,0.9950068088969587,0.3917385383567862,0.10848842487517023,0.4643667725828416,0.9522510231923602,0.9758915118031141,0.9870530209617756,0.9617755856966708,0.3967317294598275,0.9732183386291421,0.2732637312755334,0.09532455742169768,0.32546527462551067,0.8957669549385525,0.9135739705134723,0.9510818438381938,0.8767638758231421,0.7026781661370858,0.9959146618247844,0.5860190649114844,0.24285065819337268,0.6581933726736269,0.9667728720983159,0.9893238434163701,0.9510818438381938,0.8767638758231421,1,72.625,210.0,31.0,75.25,10.0,1.53,4.45,34.5,123.0,7.04,4.21,4.482
Kenyon Clay - 156837,2,0.36858828869723104,0.5183840217884703,0.831593281888334,0.7140263277349069,0.34816159782115297,0.8535698044565712,0.736815670517328,0.8464858199753391,0.8156596794081381,0.436677258284158,0.40807989105764864,0.6995006808896959,0.8406718111665911,0.5424421243758512,0.8921256258534365,0.7041179461108287,0.5653809971777987,0.658513640639699,0.3200181570585565,0.6472991375397186,0.8774398547435316,0.42941443486155245,0.18066273263731275,0.7105143377332727,0.6710726995424504,0.5653809971777987,0.658513640639699,0,70.375,203.8,31.301,74.80199999999999,15.2,1.53,4.468000000000001,33.7,119.8,7.006,4.324,4.446
Kerryon Johnson - 34455,3,0.9164775306400363,0.6268724466636405,0.3268270540172492,0.7871084884248751,0.3250113481615978,0.8494770350159163,0.9588146659969864,0.9075215782983971,0.9321824907521579,0.9786654561960962,0.5465274625510668,0.6205174761688607,0.6200635497049478,0.3831139355424421,0.9412835685025034,0.9725470259278088,0.8560677328316086,0.9510818438381938,0.5052201543349978,0.6472991375397186,0.11756695415342715,0.843849296413981,0.20517476168860643,0.7332726445152481,0.8190137264870361,0.8560677328316086,0.9510818438381938,1,71.5,213.0,32.5,77.625,11.0,1.5420000000000003,4.470000000000001,40.0,126.0,7.07,4.29,4.484
Kevin Davis - 130517,2,0.33999092147072174,0.22968679073990014,0.7607807535179301,0.8093508851566046,0.1625056740807989,0.9272396543883583,0.8181818181818182,0.8964241676942046,0.7398273736128237,0.3418066273263731,0.3495233772128915,0.7439854743531548,0.7984566500226963,0.1643213799364503,0.8438780154756486,0.6756481952211489,0.8174976481655691,0.5766698024459078,0.4802541988197912,0.15660463004993191,0.7362687244666364,0.7503404448479346,0.265546981389015,0.9467455621301775,0.9023894255210981,0.8174976481655691,0.5766698024459078,0,71.2,217.2,31.326,75.102,19.6,1.592,4.594,32.8,116.2,7.0680000000000005,4.3420000000000005,4.470000000000001
Kevin Harris - 99141,2,0.9064911484339537,0.4920562868815252,0.5746709033136632,0.70494779845665,0.6913300045392646,0.5839017735334243,0.7764942240080361,0.3366214549938348,0.6997533908754624,0.8252383113935542,0.5083976395823877,0.6441216522923287,0.8243304584657285,0.5483431684067182,0.514792899408284,0.8164717844433147,0.5710253998118533,0.7676387582314205,0.9341806627326373,0.4693599636858829,0.47798456650022697,0.4548343168406718,0.7825692237857467,0.6540737369139736,0.4956786985256736,0.5710253998118533,0.7676387582314205,1,69.875,221.0,31.25,76.75,21.0,1.56,4.5600000000000005,38.5,126.0,7.042,4.2620000000000005,4.56
Kevorian Barnes - 145514,3,0.7666817975487971,0.4135270086246028,0.46890603722197005,0.4207898320472084,0.35179300953245574,0.31741700773078674,0.6795580110497238,0.532059186189889,0.593711467324291,0.7185655923740354,0.4979573309123922,0.716749886518384,0.3840217884702678,0.5115751248297776,0.32407828857533,0.7442806304016268,0.42521166509877706,0.6453433678269049,0.7249205628688152,0.2115297321833863,0.0926009986382206,0.42941443486155245,0.11938266000907853,0.3732362312243969,0.17386883579054396,0.42521166509877706,0.6453433678269049,0,72.1,236.6,31.401,75.051,17.8,1.58,4.546,31.8,117.2,7.082000000000001,4.353999999999999,4.58
Keyjuan Brown - 174695,1,0.24648206990467544,0.9464366772582842,0.6822514752610077,0.8293236495687698,0.8965047662278711,0.7253296953160527,0.6398794575590155,0.5110974106041923,0.6270036991368682,0.21561507035860192,0.8729005901044031,0.4961416250567408,0.6250567408079891,0.7603268270540172,0.5375512061902594,0.43975597356380275,0.5653809971777987,0.658513640639699,0.4316840671811167,0.9677712210621879,0.8066273263731275,0.8883340898774399,0.9364502950522016,0.8247610377787893,0.8073207930859176,0.5653809971777987,0.658513640639699,1,71.1,214.4,31.15,76.15,19.4,1.538,4.536,35.1,122.6,7.062,4.236,4.45
Keyon Mozee - 145809,4,0.7094870630957785,0.4625510667271902,0.37085792101679527,0.3531547889241943,0.6109850204266909,0.06821282401091405,0.5379206428930186,0.5178791615289766,0.5326757090012331,0.8107126645483431,0.7013163867453472,0.47480708125283705,0.560599182932365,0.7557875624148888,0.08466090122894857,0.5571936959837316,0.5653809971777987,0.658513640639699,0.21697684975034046,0.2029051293690422,0.38356786200635495,0.3218338629142079,0.31638674534725375,0.023668639053254437,0.5948144382308084,0.5653809971777987,0.658513640639699,0,71.725,235.0,31.6,75.55,19.6,1.554,4.516,34.1,119.0,7.12,4.302,4.593999999999999
Keyvone Lee - 129790,4,0.37766681797548796,0.769859282796187,0.38266000907852926,0.20608261461643212,0.598729005901044,0.45657116871305137,0.3942742340532396,0.4278668310727497,0.5480887792848336,0.5569677712210622,0.7830231502496595,0.4212437585111212,0.38765320018157057,0.598729005901044,0.46700045516613564,0.7702084392475852,0.5653809971777987,0.658513640639699,0.0,0.6772582841579664,0.42941443486155245,0.0,0.5896504766227871,0.2862994993172508,0.21301474326385358,0.5653809971777987,0.658513640639699,1,69.65,211.4,30.375,73.675,19.4,1.546,4.586,35.5,121.4,7.194,4.34,4.518
Khalil Herbert - 41668,5,0.6037221970040854,0.6985928279618702,0.7276441216522923,0.6563776668179755,0.873354516568316,0.4001819008640291,0.4766449020592667,0.46732429099876693,0.4759556103575832,0.6817975487970949,0.9450748978665456,0.9877439854743532,0.6758965047662279,0.982296867907399,0.8229403732362313,0.7930859176410778,0.5653809971777987,0.658513640639699,0.35088515660463004,0.12846118928733546,0.17793917385383567,0.5787562414888788,0.4117113027689514,0.021392808375056895,0.11438739196746314,0.5653809971777987,0.658513640639699,1,68.875,210.0,31.25,73.875,21.6,1.538,4.462,35.4,121.8,7.074,4.292000000000001,4.48
Kiefer Sibley - 183481,1,0.21561507035860192,0.6128007262823423,0.7576032682705401,0.0,0.8461189287335452,0.6971350613915416,0.838774485183325,0.8853267570900123,0.7854500616522812,0.19064911484339536,0.4625510667271902,0.572401270994099,0.0,0.6822514752610077,0.514792899408284,0.6771733604473817,0.7544684854186265,0.5945437441204139,0.38039037675896503,0.7489786654561961,0.8529278256922379,0.0,0.9073990013617794,0.812926718252162,0.9232333502796136,0.7544684854186265,0.5945437441204139,0,70.5,209.4,30.75,74.55,19.2,1.544,4.51,34.7,122.4,7.1259999999999994,4.272,4.500000000000001
Kimani Vidal - 123727,4,0.9505220154334998,0.9273717657739446,0.610531093962778,0.49659555152065366,0.8452110758057195,0.5688949522510232,0.8940231039678553,0.35758323057953145,0.842786683107275,0.9850204266908761,0.9119382660009079,0.5746709033136632,0.4207898320472084,0.7789378120744439,0.6795630405097861,0.9527198779867819,0.9426152398871119,0.9200376293508937,0.8197911938266,0.9083068542896051,0.655015887426237,0.572401270994099,0.8406718111665911,0.5830678197542103,0.09252669039145907,0.9426152398871119,0.9200376293508937,0,67.875,213.0,30.375,73.25,18.0,1.53,4.46,37.5,120.0,7.01,4.15,4.58
Kobe Pace - 122155,4,0.6246028143440763,0.47208352246936,0.15388107126645484,0.6200635497049478,0.27280980481162054,0.7335152341973624,0.8131592164741336,0.8335388409371147,0.8249075215782984,0.6404902405810259,0.6876985928279619,0.39037675896504764,0.9251021334543804,0.6554698138901498,0.6977696859353664,0.8551093035078801,0.5653809971777987,0.658513640639699,0.1307308216068997,0.27507943713118477,0.06082614616432138,0.20335905583295505,0.09714026327734906,0.783340919435594,0.5027961362480935,0.5653809971777987,0.658513640639699,1,71.475,213.2,31.675,75.125,17.8,1.572,4.526,34.1,119.0,6.984,4.2459999999999996,4.456
Ky Thomas - 129669,3,0.7485247389922832,0.8806173399909215,0.34226055379028597,0.24965955515206537,0.3427144802541988,0.43838108231014095,0.7850326469111,0.6652281134401973,0.7046855733662145,0.784384929641398,0.8983204720835225,0.5097594189741262,0.3100317748524739,0.5115751248297776,0.48930359581247157,0.6517539400101677,0.5653809971777987,0.658513640639699,0.4920562868815252,0.6713572401270994,0.12392192464820699,0.2019972764412165,0.3586019064911484,0.4729176149294492,0.8784951703101169,0.5653809971777987,0.658513640639699,1,69.476,205.8,30.9,73.651,16.0,1.592,4.584,33.0,116.8,7.241999999999999,4.432,4.484
Kye Robichaux - 145532,4,0.7585111211983658,0.37085792101679527,0.4997730367680436,0.6218792555605992,0.5624148887880164,0.5002273760800364,0.2466097438473129,0.28545006165228115,0.3094944512946979,0.8039037675896504,0.5964593735814798,0.716749886518384,0.548797094870631,0.6386745347253745,0.7464724624487938,0.581596339603457,0.431796801505174,0.45625587958607716,0.6413980935088516,0.13209260099863823,0.36858828869723104,0.7126645483431684,0.5283704039945529,0.30996813837050524,0.19115404168784952,0.431796801505174,0.45625587958607716,1,70.775,219.2,30.8,74.55,17.4,1.562,4.606,32.5,120.4,7.256,4.336,4.566
Kyle Hicks - 45714,4,0.7135724012709941,0.8225147526100771,0.2841579664094417,0.3940081706763504,0.2546527462551067,0.7917235106866758,0.8864892014063285,0.7854500616522812,0.815043156596794,0.8688152519291875,0.9033136631865638,0.46209714026327736,0.5737630503858375,0.26600090785292785,0.761037778789258,0.9669547534316217,0.9322671683913453,0.9416745061147695,0.4144348615524285,0.7081252837040399,0.15796640944167045,0.0,0.3109396277802996,0.6108329540282204,0.07015760040671072,0.9322671683913453,0.9416745061147695,1,69.625,204.0,32.5,75.125,13.0,1.62,4.63,36.5,122.0,6.88,4.17,4.473999999999999
Kyle Monangai - 129891,4,0.9046754425783023,0.7054017249205629,0.24375851112119837,0.5088515660463006,0.6536541080344984,0.34652114597544337,0.430939226519337,0.2533908754623921,0.5092478421701603,0.9518837948252383,0.7916477530640036,0.4330458465728552,0.6227871084884249,0.7099409895596913,0.47928994082840237,0.7239450940518556,0.4063969896519285,0.6848541862652869,0.5991829323649569,0.5306400363141172,0.14798002723558784,0.3218338629142079,0.6146164321379937,0.27401001365498406,0.1423487544483986,0.4063969896519285,0.6848541862652869,1,68.25,211.0,28.75,72.0,20.8,1.54,4.6,34.5,117.0,7.191999999999998,4.296,4.5
Kylin James - 150195,1,0.5869269178393101,0.970494779845665,0.8220608261461643,0.734453018610985,0.994098955969133,0.05320600272851296,0.36313410346559516,0.49506781750924783,0.375462392108508,0.46799818429414436,0.9187471629596006,0.6495687698592828,0.5306400363141172,0.9786654561960962,0.05279927173418298,0.22318251143873918,0.2991533396048918,0.2878645343367827,0.7775760326827054,0.9832047208352247,0.8892419428052656,0.8429414434861553,0.9954607353608715,0.12380518889394629,0.5993899339095069,0.2991533396048918,0.2878645343367827,0,70.7,217.6,30.726,74.151,20.8,1.532,4.526000000000001,35.6,121.8,7.178,4.368,4.523999999999999
Kyren Williams - 97118,2,0.9627780299591466,0.8134362233318202,0.5138447571493419,0.8433953699500681,0.8234226055379028,0.8740336516598454,0.9869412355600201,0.9759556103575833,0.9839704069050554,0.891057648660917,0.8474807081252838,0.4094416704493872,0.6849750340444848,0.7380844303222878,0.7778789258079198,0.9801728520589731,0.9595484477892756,0.9727187206020697,0.9804811620517476,0.7362687244666364,0.6445755787562415,0.8778937812074444,0.8334089877439855,0.9053254437869822,0.9720386375190646,0.9595484477892756,0.9727187206020697,1,69.25,194.0,28.625,69.875,16.2,1.62,4.65,32.0,116.0,7.054,4.286,4.48
